EC	A007	A008	A011	A016	A020	A024	A025	A033	A035	A036	A040	A042	A045	A052	A056	A060	A063	A002	A004	A006	A012	A014	A015	A018	A022	A026	A028	A030	A031	A032	A041	A044	A047	A050	A051	A057	A061	A062
Mannitol 2-dehydrogenase (1.1.1.67)	0.000313625	3.95748e-05	0.000162131	0.000180103	0.00071722	0.000195431	4.20149e-05	6.63596e-05	1.81645e-05	6.26586e-05	0.00025159	0.000202305	2.59682e-05	0	9.52813e-05	0.000178821	2.77079e-05	1.68897e-05	0	0	0.000158984	0.000119376	0	3.52749e-05	0.000114669	6.32742e-05	1.61567e-05	0.000245945	3.45333e-05	2.14913e-05	0.00067599	8.61334e-05	0.000126853	1.21384e-05	2.74491e-05	2.41357e-05	0.000714269	0
Gluconate 5-dehydrogenase (1.1.1.69)	0.000164167	0.000222436	0.000227021	0.000394766	4.2825e-05	2.19329e-05	0.000473708	0.000205659	1.66991e-05	0.000303591	0.00129771	0.000295873	0.000114141	4.26142e-05	0.000130484	0.000243365	0.000126252	0.0001599	6.66559e-05	0.000273937	7.31882e-05	8.4587e-05	0.00011309	0.000224363	0.000193975	0.000225888	0.000209829	0.000156334	0.000270622	6.45983e-05	5.55193e-05	0.000201227	5.09798e-05	8.99143e-05	0.000319973	0.00028576	0.000225011	0.00031237
Lactaldehyde reductase (1.1.1.77)	0.000970266	0.000825701	0.000942925	0.000611905	0.000558297	0.000644222	0.000924042	0.000500385	0.000601028	0.000775051	0.000793564	0.00066734	0.000128472	0.00022993	0.000193155	0.000394226	0.000514264	0.000322747	0.000166272	0.000171648	0.000618712	0.000789255	0.00016107	0.0006108	0.000197803	0.000922755	0.000229546	0.000386608	0.000690309	0.000174081	0.000343568	0.000599596	0.000387479	0.000719709	0.00108868	0.00104132	0.00115954	0.000744638
Glyoxylate reductase (NADP(+)) (1.1.1.79)	0.000400545	0.00018973	0.000389936	0.000229204	0.000265121	0	6.96227e-05	5.4815e-05	0.000165003	0.00034572	0.000843709	0	7.32529e-05	0	0.000138262	0.000260485	5.56551e-05	0	4.12682e-05	0	0	0	0	0	0	6.79098e-05	0	0.000237392	4.99161e-05	0	0	0.000153665	1.55378e-05	0	0	0	0.00101116	4.32396e-05
Glycerol-3-phosphate dehydrogenase (NAD(+)) (1.1.1.8)	8.1823e-05	4.57471e-05	0.000172839	3.41241e-06	3.51111e-05	0	1.43282e-05	0	0	8.13161e-06	0.000459543	0	2.92793e-05	0	5.17537e-05	0.000102801	0	0	0	0	0	0	0	0	0	9.64344e-06	0	7.84153e-05	0	0	0	3.16326e-05	0	0	0	0	0.000113072	1.68509e-05
Hydroxypyruvate reductase (1.1.1.81)	0.000109913	6.06834e-05	6.4711e-05	0.000162112	7.13419e-05	0	0	0	1.9555e-05	0.000117062	0.000108762	9.00921e-06	0	0	9.68134e-06	1.5232e-05	0	0	0	0	1.58471e-05	0	0	3.51122e-05	1.60465e-05	1.40568e-05	0	4.5399e-05	2.78909e-05	0	0	2.61788e-05	0	0	1.62854e-05	0	0.000253246	0
D-malate dehydrogenase (decarboxylating) (1.1.1.83)	9.614e-05	4.45659e-05	6.23374e-05	2.03892e-05	0.000183608	0	9.63385e-06	0	0	0.000103547	0.000264468	0	1.37181e-05	0	2.55716e-05	3.08251e-05	0	0	0	0	0	0	0	0	0	1.75388e-05	0	7.78295e-05	1.27559e-05	0	0	4.23433e-05	0	0	0	0	0.000304584	0
3-isopropylmalate dehydrogenase (1.1.1.85)	0.00141991	0.00161578	0.00165328	0.001502	0.00131072	0.0016624	0.0017964	0.00172774	0.00177622	0.00153863	0.00134711	0.00150364	0.00328763	0.00326607	0.00167693	0.00149273	0.00257702	0.00376552	0.00381854	0.00135522	0.00169084	0.00168537	0.004073	0.00175705	0.00163258	0.00166259	0.00220935	0.00163039	0.001757	0.00324641	0.00151642	0.00218342	0.00158426	0.00158842	0.00174822	0.00169934	0.00145134	0.00176214
Ketol-acid reductoisomerase (NADP(+)) (1.1.1.86)	0.00161797	0.00221564	0.0014833	0.00178175	0.00138272	0.00198185	0.0022769	0.00191593	0.00238152	0.00147447	0.00204062	0.00153403	0.00228124	0.00197497	0.0016321	0.00201355	0.00224437	0.00247755	0.00223425	0.00204388	0.00213873	0.00166378	0.0020036	0.00236566	0.00259982	0.00181385	0.00236008	0.00194355	0.00175183	0.00210053	0.00182619	0.00215057	0.00205663	0.00203187	0.00215078	0.0017393	0.00212256	0.00305635
Glycerol-3-phosphate dehydrogenase (NAD(P)(+)) (1.1.1.94)	0.00178455	0.00190854	0.00127278	0.00171739	0.00127678	0.00173129	0.00173492	0.00183434	0.00220135	0.00111931	0.00152818	0.00154089	0.00268846	0.00264986	0.00164106	0.00157555	0.00205761	0.00252779	0.00324903	0.00473798	0.00155149	0.00166996	0.00599474	0.00169133	0.00179791	0.00180411	0.0021352	0.00216749	0.00188114	0.0027847	0.00141712	0.00146752	0.00151312	0.00167306	0.00197091	0.0018496	0.00135418	0.00191385
Phosphoglycerate dehydrogenase (1.1.1.95)	0.00118487	0.000923273	0.00118507	0.00101457	0.00109233	0.000972742	0.000859668	0.000831876	0.00106554	0.000708449	0.000778125	0.0011592	0.000247212	0.000333957	0.00112157	0.001525	0.00072203	0.000170483	0.000197612	0.000252207	0.00126789	0.0011098	0.000136286	0.00107947	0.00118583	0.000952837	0.000855131	0.00105566	0.000888973	0.00031076	0.00126304	0.000927846	0.00117164	0.00118912	0.000472173	0.000957093	0.000783617	0.00116221
L-lactate dehydrogenase (cytochrome) (1.1.2.3)	0.000193037	0.000217044	0.000248071	8.73695e-06	0.000202607	0	3.04898e-05	5.98743e-05	1.24501e-05	0.000113721	0.000420287	0	3.70069e-05	0	5.27832e-05	4.22121e-05	0	0	2.03545e-05	0	0	0	0	0	0	8.02219e-05	0	0.000169341	0	0	0	0.000106774	0	0	0	0	0.000372954	0
(S)-2-hydroxy-acid oxidase (1.1.3.15)	0.000155112	0.000624683	0.000165141	8.87363e-05	9.46369e-05	0	0.000182297	2.78836e-05	0.000308641	0.00027154	0.000326968	9.15355e-06	4.84063e-05	0	0.000128172	4.30152e-05	0	0	2.44772e-05	0	0	3.83449e-05	0	0	1.98329e-05	0.000145059	0	0.00019561	0.000105152	2.42323e-05	0	0.000102372	2.50524e-05	0	4.14713e-05	0	0.000385472	0.0002121
Quinoprotein glucose dehydrogenase (PQQ, quinone) (1.1.5.2)	0.000207355	8.4259e-05	0.000286463	0.000139137	0.00027038	0	3.54399e-05	0	0	0.000235555	0.000684215	0	9.18652e-05	0	0.000129621	9.2611e-05	0	0	0	0	0	0	0	0	0	2.55134e-05	0	0.000179664	0	0	0	0.000120139	0	0	0	0	0.000584899	0
Glycerol-3-phosphate dehydrogenase (1.1.5.3)	0.000794444	0.000177968	0.000676748	0.000399136	0.000479316	0.000142237	0.000194299	0.000487761	0.000292304	0.000776455	0.00140215	0.000257548	0.000146217	0.000110363	0.000232376	0.00051097	0.00010393	0	0.000285553	0.000153951	0.000287103	0.000429597	2.65138e-05	9.81709e-05	6.67964e-05	0.000171475	0.000124256	0.000639916	0.000167524	5.91227e-05	0.000659074	0.000324218	8.86899e-05	0.000228261	0.000486069	0.00023221	0.000994351	6.78206e-05
Malate dehydrogenase (quinone) (1.1.5.4)	0.000225221	4.58626e-05	0.000160913	0.000151278	0.00021372	0	1.1343e-05	0	0	0.000197908	0.000473874	0	1.79859e-05	0	7.96358e-05	0.000172346	0	0	0	0	0	0	0	0	0	9.10264e-06	0	0.000343553	0	0	0	9.46883e-05	0	0	0	0	0.000443597	0
Choline dehydrogenase (1.1.99.1)	0.000152786	3.81596e-05	0.000126602	7.70225e-05	0.000140402	0	0	0	0	0.000130256	0.000355634	0	2.19772e-05	0	6.30507e-05	6.42204e-05	0	0	0	0	0	0	0	0	0	3.45693e-05	0	0.000169053	1.41895e-05	0	0	3.0484e-05	0	0	0	0	0.000310387	0
Glucose-fructose oxidoreductase (1.1.99.28)	4.05311e-05	7.86885e-05	0	0.000107767	0	2.43596e-05	8.27157e-05	1.3954e-05	0	7.43626e-05	4.21142e-05	0.000127315	6.06497e-05	5.26227e-05	2.47141e-05	0	3.36285e-05	0	1.20274e-05	1.86862e-05	4.42332e-05	0.000162787	0	7.59596e-05	0.000302167	8.16928e-05	8.07892e-05	0.00017457	1.22961e-05	0.000119868	0	0.000142972	0	4.31427e-05	1.94791e-05	8.67082e-05	0	0
Transferred entry 7.1.1.3 (1.10.3.10)	0.00038816	5.0505e-05	6.16092e-05	0.000389845	2.22145e-05	0.000474206	0.000169845	0.000353734	0.000148778	0	0	0.000331474	0	6.01236e-05	0	0.000414952	0.00017356	2.88647e-05	4.63111e-05	8.66126e-05	0.000336306	0.000186113	0	0.000103182	0	0.000209881	0.000194047	5.95949e-05	0.000272412	3.22961e-05	0.000176284	9.72361e-05	0.000422762	0.000433573	4.83733e-05	0.000560355	8.38455e-05	0
NADH peroxidase (1.11.1.1)	0.00104101	0.00116544	0.00134387	0.00128063	0.00107019	0.00130174	0.00191792	0.00165798	0.00213033	0.000855809	0.000406858	0.00143124	0.000427612	0.000467493	0.00114764	0.00135296	0.00122592	0.000489975	0.000221862	0.000645546	0.00155388	0.00172886	0.000168672	0.00145437	0.00119444	0.00175637	0.0010597	0.000963039	0.00166662	0.000325289	0.00143728	0.00107809	0.00166687	0.00135392	0.00229142	0.00158769	0.00106324	0.00200209
Peroxiredoxin (1.11.1.15)	0.00305425	0.00160673	0.00304879	0.00313888	0.00276094	0.00278793	0.00278908	0.00341014	0.00341583	0.00202916	0.00259538	0.0042653	0.00473296	0.00478172	0.00299531	0.00444056	0.00424504	0.00515369	0.00492333	0.00234301	0.00378332	0.00359233	0.00573488	0.00314535	0.00421546	0.00266841	0.00330073	0.00388439	0.00316093	0.00536717	0.00351745	0.00386694	0.00326502	0.00464075	0.00249715	0.00333828	0.00189913	0.00256317
Bromide peroxidase (1.11.1.18)	8.02496e-05	0	0	0.000124003	0.000249659	0.000157649	4.21169e-05	0	9.83549e-05	0	1.35025e-05	0.000258935	0	0	0.000814675	0.000267277	2.908e-05	0	0	0	7.72132e-05	0.000111576	0	0	0.000110674	5.89741e-05	6.86831e-05	1.59145e-05	1.28199e-05	2.49522e-05	0.000577366	8.79505e-06	0.000133738	8.63195e-06	2.48832e-05	2.2452e-05	0	0
Catalase peroxidase (1.11.1.21)	0.000317701	9.83137e-05	0.000276186	0.000118882	0.000304726	0	3.15878e-05	0	0	0.000132634	0.000697553	0	7.27492e-06	0	0.000130239	0.000220247	0	0	0	0	0	0	0	0	0	4.27849e-05	0	0.000237942	0	0	0	0.000131523	0	0	0	0	0.000549102	0
Cytochrome-c peroxidase (1.11.1.5)	0.00019026	8.09963e-05	0.00022115	5.28349e-05	0.000163613	1.43686e-05	3.51803e-05	4.99113e-05	0	3.73516e-05	0.000582034	2.4687e-05	3.78952e-05	1.35271e-05	0.000100869	6.19006e-05	0	0	9.58171e-05	5.79465e-05	2.81938e-05	5.85591e-05	1.19097e-05	0	0.000146576	4.35933e-05	4.29299e-05	0.000393576	9.73999e-06	5.82408e-05	0	9.52849e-05	0	1.83815e-05	1.0564e-05	2.65483e-05	0.000272303	0
Catalase (1.11.1.6)	0.000324158	0.00068688	0.000182201	0.000568152	0.00065851	0.00040808	0.000228314	0.000335973	0.000407256	0.000495195	0.000584602	0.000823672	0.000182002	6.59696e-05	0.00128629	0.000634932	0.000271226	0.000107207	8.12321e-05	8.81277e-05	0.000313321	0.00027309	1.01435e-05	0.000735442	0.000424699	0.000283072	0.000403164	0.000932531	0.000283869	0.000179978	0.000824054	0.000265404	0.000165264	0.000419873	0.000356194	0.000375135	0.000613991	2.58073e-05
Ferredoxin hydrogenase (1.12.7.2)	0.000961493	0.000687315	0.00118789	0.000757728	0.000686471	0.000991527	0.00100464	0.000909952	0.000741756	0.0009837	0.000152595	0.00066816	0.000150524	0.000342472	0.000291595	0.000795388	0.00059094	0.000121842	0.000216078	0.000205476	0.00119393	0.00112093	3.93357e-05	0.00124855	0.00148162	0.000752669	0.000764291	0.000530965	0.00101534	0.000295915	0.000552285	0.00090884	0.00111782	0.00106434	0.000693405	0.000647654	0.000503043	0.00116732
Hydrogenase (acceptor) (1.12.99.6)	0.000675129	0.000207522	0.000653415	8.0923e-05	0.000742081	1.73557e-05	0.000173623	2.06309e-05	0	0.000437848	0.00242988	3.42285e-05	9.59725e-05	1.72616e-05	0.000280203	0.000390033	2.24034e-05	0	7.68109e-05	5.86597e-05	5.89564e-05	7.04228e-05	0	0	0.000141958	0.00018456	3.93396e-05	0.000892348	1.4765e-05	5.22671e-05	8.72387e-06	0.000381332	0	2.36976e-05	1.11587e-05	5.46598e-05	0.0017453	0
3,4-dihydroxyphenylacetate 2,3-dioxygenase (1.13.11.15)	0.000120325	1.60832e-05	0.000107482	7.50398e-05	4.44127e-05	0	0	0	1.53977e-05	0.000128103	3.15591e-05	0	1.02686e-05	0	5.90378e-05	0	0	0	0	0	0	0	0	0	0	1.40192e-05	0	0	0	0	0	1.4769e-05	0	0	0	0	0.00019664	0
3-carboxyethylcatechol 2,3-dioxygenase (1.13.11.16)	7.74152e-05	5.09212e-05	0.000126635	2.41129e-05	0.000160654	0	0	0	0	6.08045e-05	0.00025421	0	0	0	8.72275e-05	0	0	0	0	0	0	0	0	0	0	1.97821e-05	0	9.03148e-05	2.36973e-05	0	0	0	0	0	0	0	0.000273069	0
Quercetin 2,3-dioxygenase (1.13.11.24)	0.000342277	0.000139427	0.000860549	0.000459623	0.000467128	0.000118627	0.000201682	0.00015193	0.000378093	0.000280828	0.00039628	0.000721131	4.3639e-05	0.000151307	7.89455e-05	0.000802743	0.00022457	1.95368e-05	1.83109e-05	7.49522e-05	0.000430505	0.000621757	0	0.000726329	0.000699286	0.000311465	0.000379958	0.000458333	0.000230213	0.000109787	0.000443165	0.000476771	0.000354925	0.000759314	5.98856e-05	0.000167597	0.000327379	0.000598306
Nitronate monooxygenase (1.13.12.16)	0.000509762	0.000668325	0.000595933	0.000364613	0.000263773	0.000536078	0.000753538	0.000532473	0.000531911	0.000993351	0.000208155	0.000412098	0.000119959	0.00020874	0.00013159	0.000680445	0.000504558	4.70778e-05	0.000149667	0.00014299	0.00078071	0.000786429	4.34215e-05	0.000742949	0.00111318	0.000773848	0.000571574	0.000505739	0.000736525	0.000244787	0.000297658	0.000513371	0.000946055	0.000677727	0.000591229	0.000668355	0.000521922	0.00111952
Taurine dioxygenase (1.14.11.17)	0.000158376	6.05952e-05	0.000152897	0.000128481	0.000281934	0	0	0	0	0.000110926	0.000324972	0	2.98874e-05	0	7.08206e-05	7.83086e-05	0	0	0	0	0	0	0	0	0	3.77096e-05	0	0.000100813	0	0	0	5.47601e-05	0	0	0	0	0.000255601	0
Nitric oxide dioxygenase (1.14.12.17)	0.000137253	2.48703e-05	0.00013816	6.81828e-05	0.000130629	0	1.25986e-05	0	0	0.000195223	0.000318107	0	0	0	6.60972e-05	8.55804e-05	0	0	0	0	0	0	0	0	0	0	0	0.000163478	0	0	0	6.73091e-05	2.54578e-05	0	0	0	0.000259665	0
3-phenylpropanoate dioxygenase (1.14.12.19)	0.000224286	7.954e-05	0.000194784	2.38021e-05	0.000236118	0	0	0	0	6.39276e-05	0.000878158	0	0	0	0.000153325	0	0	0	0	0	0	0	0	0	0	3.07014e-05	0	0.000239926	0	0	0	0	0	0	0	0	0.000511931	0
3-(3-hydroxy-phenyl)propanoic acid hydroxylase (1.14.13.127)	0.000211185	2.87488e-05	0.000218566	2.89355e-05	0.000192638	0	2.27985e-05	0	0	8.4987e-05	0.000345441	0	2.67743e-05	0	0.000116223	0	0	0	0	0	0	0	0	0	0	2.01687e-05	0	0.000145567	0	0	0	0	0	0	0	0	0.000603852	0
Alkanesulfonate monooxygenase (1.14.14.5)	0.000205527	2.562e-05	9.67787e-05	7.84157e-05	0.000150218	0	0	0	0	0.000115736	0.000272703	0	0	0	2.29959e-05	4.95889e-05	0	0	0	0	1.21165e-05	0	0	0	0	2.92955e-05	0	7.28229e-05	0	0	0	3.70595e-05	0	0	0	0	0.000208475	0
4-hydroxyphenylacetate 3-monooxygenase (1.14.14.9)	9.80273e-05	4.59882e-05	0.000137082	0.000105066	7.47863e-05	0	1.7482e-05	0	0	0.000164697	0	0	6.73418e-05	0	6.14124e-05	0	0	0	0	0	0	0	0	0	0	3.51709e-05	0	1.14394e-05	0	0	0	1.19893e-05	0	0	0	0	0.000282265	0
Superoxide dismutase (1.15.1.1)	0.00132604	0.00093007	0.0015229	0.00111744	0.00150402	0.00133788	0.000836735	0.00146729	0.00151928	0.00158535	0.00155195	0.00107761	0.000517417	0.00050527	0.00174153	0.00128773	0.000790864	0.000211207	0.000266751	0.00056943	0.00130976	0.00128501	8.26917e-05	0.0012758	0.00136062	0.00112005	0.000936345	0.00188816	0.00120777	0.000490836	0.00128894	0.00092875	0.00123552	0.00146183	0.000768846	0.0012094	0.000970201	0.000764822
Superoxide reductase (1.15.1.2)	7.95527e-05	0.000575649	8.59665e-05	6.3854e-05	0	0	0.000308985	0.000129518	0.00054292	0.00022572	0.000168107	6.9965e-05	7.74242e-05	5.62492e-06	9.93058e-05	0.000102712	0.000159121	7.09087e-05	7.17282e-05	4.15378e-05	7.89474e-06	0.000165886	7.99394e-05	0.0001704	3.769e-05	0.000264486	0.000104662	2.98304e-05	0.00034837	6.3315e-05	1.66336e-05	0.000153717	9.16529e-05	6.37338e-05	0.000531088	0.000135679	0.000527216	0.000395653
Mercury(II) reductase (1.16.1.1)	0.000267908	0.000116953	0.000154938	0.000188763	6.19446e-06	0.000230963	0.000189458	0.000311091	0.000240791	4.02175e-05	0.000309505	0.000485002	8.31597e-05	5.14999e-05	5.33703e-05	0.000113442	0.000100917	0	4.21659e-05	4.54122e-05	0.000283125	0.000190877	0	0.000201614	0.000106243	0.000181548	0.000256441	0.000124437	0.000158324	7.46234e-05	6.4583e-05	0.000132388	0.000257113	0.000222969	3.02133e-05	0.000163279	0.000298663	0.00012839
Aquacobalamin reductase (1.16.1.3)	0.000167175	4.87099e-05	0.000179726	0.000192448	0.000153695	0	4.36431e-05	0	0	0.000251538	0.000304511	0	0	0	6.87861e-05	9.94556e-05	0	0	0	0	0	0	0	0	0	4.96896e-05	0	0.000172324	1.51613e-05	0	0	0.000115708	1.23556e-05	0	0	0	0.000315449	0
Ferric-chelate reductase (NADPH) (1.16.1.9)	0.000152576	2.08172e-05	0.000201202	4.29741e-05	0.000264295	0	0	0	0	0.00014296	0.00032304	0	0	0	6.46051e-05	4.74147e-05	0	0	0	0	0	0	0	0	0	3.39204e-05	0	0.000143934	0	0	0	6.3939e-05	0	0	0	0	0.000291749	0
Ferroxidase (1.16.3.1)	0.000203614	0.000164706	0.000123488	0.000173266	0.000133825	6.7001e-05	7.25796e-05	0	0.00019499	0.000188006	0.000405791	3.37551e-05	8.414e-05	4.11862e-05	6.5714e-05	6.19314e-05	0.000229663	4.34268e-05	2.07034e-05	8.82645e-05	0	5.93353e-05	1.28796e-05	0.000101778	0.000145795	0.000182066	0.000112426	0.000379541	0.000220278	8.72524e-05	0	7.17454e-05	0	0.000261059	7.00993e-05	0.000184599	0.000363501	3.61699e-05
Bacterial non-heme ferritin (1.16.3.2)	0.00363526	0.00164555	0.00362254	0.00255802	0.00233051	0.00322215	0.00449448	0.00460674	0.00422751	0.000413771	0.000993294	0.00470912	0.00122787	0.00180462	0.00152116	0.00166308	0.00185354	0.000499413	0.000638333	0.00164269	0.00525673	0.0042584	0.000266908	0.00285368	0.00522395	0.00408868	0.00380672	0.00384509	0.00413689	0.00154217	0.00664544	0.00292628	0.00432886	0.00465643	0.00229332	0.00331017	0.00147988	0.00224521
Transferred entry 1.17.7.4 (1.17.1.2)	0	0.000150819	2.59423e-05	8.44246e-06	0	0	2.89705e-05	0	3.29609e-05	0.00011471	0.00018613	0	0.00110202	0.0016598	0	0	0.000495563	0.000931253	0.00114683	0	0	0	0.00123278	0	0	3.02168e-05	0	3.18179e-06	0	0.0017226	8.85399e-06	0.000556641	0	0	0	0	0.000229398	0.000130807
Xanthine dehydrogenase (1.17.1.4)	0.000469493	0.000326324	0.000769666	6.12759e-05	0.00048625	0	9.89624e-05	0	0.000113239	0.000348444	0.00181668	1.64278e-05	5.51025e-05	0	0.000318992	0.000180886	3.06565e-05	0	1.29215e-05	0	2.05076e-05	4.71086e-05	0	5.18991e-05	4.93744e-05	0.000120379	1.80768e-05	0.000484173	9.89183e-05	0	0	0.000272016	1.25652e-05	0	6.24486e-05	0	0.000884683	8.01849e-05
Nicotinate dehydrogenase (1.17.1.5)	0.000333116	0.00018396	0.000356055	6.80522e-05	0.000302295	1.53565e-05	0.000239489	5.68865e-05	9.02377e-05	0.000251472	0.00103918	0	5.2792e-05	1.264e-05	0.000306512	0.000120483	0.000109721	4.78336e-05	3.87794e-05	1.91556e-05	0	7.88688e-05	5.22423e-05	0.000106684	1.11236e-05	0.000291002	1.21601e-05	0.000263466	0.000125332	6.86351e-05	0	0.000193156	6.47714e-05	1.02935e-05	0.000296356	8.40956e-05	0.000686346	0.00021148
4-hydroxy-tetrahydrodipicolinate reductase (1.17.1.8)	0.000850083	0.00186995	0.00030297	0.00114475	0.000248506	0.000808877	0.00119239	0.000761841	0.00149431	0.00148136	0.000884297	0.000436818	0.000363215	0.00026954	0.000906924	0.000918831	0.000658767	0.000475891	0.0001665	0.000496074	0.000773451	0.000512796	0.000133221	0.00064608	0.000673581	0.00124239	0.000366794	0.00116027	0.000872166	0.000440587	0.0002769	0.000444529	0.0012608	0.000887258	0.00139215	0.00137326	0.0013157	0.00100127
Formate dehydrogenase (1.17.1.9)	0.000766834	0.000184114	0.000747822	0.000557863	0.000817077	0	6.34631e-05	0	0	0.000686192	0.00126148	0	0.000107106	0	0.000135839	0.000279689	0	0	0	0	0	0	0	0	0	0.000105381	0	0.000846395	2.50232e-05	0	0	0.000265911	2.08763e-05	0	0	3.30244e-05	0.00166549	0
Ribonucleoside-diphosphate reductase (1.17.4.1)	0.00248827	0.00157127	0.00362349	0.00231706	0.00334794	0.00196443	0.0026372	0.00228801	0.002874	0.00174615	0.00292214	0.00267022	0.000974846	0.00116587	0.00332627	0.00311121	0.00144053	0.000462096	0.00050951	0.00107065	0.0028208	0.00292894	0.000209759	0.00284046	0.00316389	0.0020861	0.00296405	0.00309485	0.00232123	0.000826745	0.00240748	0.00256001	0.00225913	0.00315836	0.00163992	0.00222537	0.00305146	0.00279881
Ribonucleoside-triphosphate reductase (thioredoxin) (1.17.4.2)	0.000752731	0.00170415	0.000934281	0.00109946	0.00089468	0.000589615	0.00100818	0.000911118	0.00104139	0.00122882	0.00111884	0.00154512	0.000339251	0.000219742	0.00110957	0.00113137	0.000360976	0.00021795	0.000334718	0.000565501	0.000764795	0.00101596	0.00011391	0.000603282	0.00108581	0.000841023	0.000540086	0.00127704	0.000724007	0.000240587	0.000928007	0.000887363	0.000686438	0.000690276	0.000837894	0.000769187	0.00104086	0.00124712
(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin) (1.17.7.1)	0.000112517	4.51789e-05	7.9116e-05	7.46155e-05	0.000133995	0	1.50287e-05	0	0	9.2667e-05	0.000615363	2.95343e-05	0.00140772	0.00166635	3.02336e-05	7.84498e-05	0.000664157	0.00178072	0.00203535	0.000519454	0	0	0.00212454	0	0	2.67678e-05	0	0.000173041	1.25121e-05	0.00164135	1.78142e-05	0.000712095	1.76342e-05	4.79937e-05	0	0	0.000213739	0
(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (1.17.7.3)	0.0013951	0.00162107	0.00141701	0.00131371	0.00135473	0.00171123	0.00157097	0.00199171	0.00196865	0.00133889	0.000605106	0.00144515	0.000444094	0.000722307	0.00154821	0.00140672	0.00102997	0.000473056	0.000394607	0.00171923	0.00164873	0.0017436	0.000127704	0.00161814	0.00172149	0.00157129	0.00203191	0.00143385	0.00169817	0.00069266	0.00141154	0.00123925	0.00156042	0.00161514	0.0018004	0.00161954	0.00116658	0.00171518
4-hydroxy-3-methylbut-2-enyl diphosphate reductase (1.17.7.4)	0.00155825	0.00189057	0.00156832	0.00154198	0.00142745	0.00161915	0.00166493	0.00166422	0.00206675	0.00154982	0.00122616	0.0014215	0.00198813	0.00144906	0.00172757	0.00145462	0.00163914	0.00203187	0.00186448	0.00245437	0.00153723	0.00166171	0.00192551	0.00166393	0.00172238	0.00183813	0.00168289	0.00157073	0.00175189	0.00145153	0.00138912	0.00157255	0.00157275	0.00165622	0.00229708	0.00174472	0.00143311	0.00196854
Transferred entry 1.1.1.395 (1.17.98.1)	3.48369e-05	0.000348105	0	0.000112106	0	2.63677e-05	0.000211244	0.000112719	0.000530829	0.000145778	6.3177e-05	9.52506e-05	7.96185e-05	2.03283e-05	3.69385e-05	1.74712e-05	0.00069384	5.73488e-05	6.68162e-05	3.29301e-05	1.81095e-05	0.000154579	3.10718e-05	0.00016148	2.08606e-05	0.000239861	4.69421e-05	0	0.000376266	8.16461e-05	0	9.35124e-05	0.000162761	3.56038e-05	0.000334988	0.000167775	0.000518595	0.000566849
Epoxyqueuosine reductase (1.17.99.6)	0.00126142	0.00155503	0.00116095	0.00124873	0.00103303	0.00130393	0.00148803	0.0015149	0.00174609	0.00110245	0.000454938	0.00120244	0.000335948	0.000489781	0.000841015	0.00125277	0.000744721	0.000533255	0.000190399	0.00047945	0.00142256	0.00153189	7.88788e-05	0.00114852	0.00127135	0.00156346	0.000959782	0.000903776	0.00149228	0.000463778	0.00113257	0.000923702	0.00144189	0.0013575	0.00186945	0.00128451	0.00101799	0.0016418
