	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	0.0130269	0.0124679	0.0141444	0.00848917	0.0134449	0.00546651	0.0154595	0.0121631	0.0138696	0.0100487	0.00603152	0.00824574	0.0169361	0.0118598	0.0111358	0.0212447	0.00922362	0.0120371	0.00809379	0.0116465	0.00883456	0.011996	0.0123386	0.0232431	0.00758908	0.0121912	0.0122006	0.0102862	0.00919163	0.00988817	0.0105356	0.00913863	0.0124263	0.00882111	0.0143139	0.0040457	0.0119024	0.00866341	0.0120493	0.00681716	0.0086103	0.00963707	0.00290446	0.008029	0.00557364	0.00870779	0.00674358	0.00712799	0.0124926	0.0138704	0.0125962	0.0121226	0.0133147	0.0107802	0.0104761	0.0121838	0.011601	0.0103031	0.0134087	0.0138531	0.0126575	0.0123412	0.00805135	0.0118457	0.0124669	0.0129375	0.0114813	0.013442	0.00744818	0.0137495	0.013474
ECASYN-PWY: enterobacterial common antigen biosynthesis	0.000234928	0.000249119	8.64013e-06	0.0012759	0.000162807	0.000698583	0.000189721	0.000173535	0.000660889	0.000349074	0.000349277	0.00123775	1.79801e-05	0.000197325	5.7983e-05	4.06724e-05	0.000312323	0.00073555	0.000614635	0.000234308	0.000898647	4.14422e-05	7.01774e-05	1.93603e-05	0.000569944	4.63554e-05	0.0	0.000445201	0.000484111	0.000187566	0.000172411	0.000203671	0.00123161	0.00068543	0.0	0.000849058	0.000215556	0.000522301	0.000253677	0.000299406	8.98648e-05	0.00114899	0.00181974	0.000358278	0.000461389	2.3784e-05	0.0013269	0.00069362	4.84445e-05	9.14521e-06	4.8834e-05	0.0	1.95263e-05	0.00026464	3.49183e-06	6.61083e-05	5.64278e-05	1.90997e-05	1.01639e-05	0.0	0.000139015	0.000534999	0.00041409	6.28472e-05	3.45962e-05	8.6627e-06	0.000116586	6.37463e-05	0.000536434	3.85748e-05	0.0
FAO-PWY: fatty acid &beta;-oxidation I (generic)	0.00155256	0.000504825	0.0	0.00241632	0.00100065	0.00315972	0.000628454	0.00071302	0.0017896	0.00145577	0.00294056	0.0026288	9.44359e-05	0.000934631	0.000318566	0.000156797	0.000947682	0.00214655	0.00221527	0.000923759	0.00245552	0.000150191	0.000149926	0.000260448	0.00143102	0.000242661	0.0	0.00131673	0.00159399	0.00103546	0.000570251	0.000730025	0.00261423	0.00156198	3.47122e-05	0.0038645	0.000867257	0.00131592	0.000506193	0.00166437	0.000846057	0.00281289	0.00422207	0.00234571	0.00261622	0.000176664	0.0038621	0.00234262	0.000311706	9.05116e-05	0.000169804	4.14338e-05	6.60028e-05	0.000709134	5.27782e-05	0.00022509	0.000216029	0.000172779	3.05328e-05	8.98949e-06	0.000717538	0.00131597	0.00146809	0.000376431	0.000260489	3.35322e-05	0.00031465	0.00024069	0.00178826	0.000188948	0.0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	0.0044593	0.00379271	0.00121754	0.00513308	0.0031249	0.0073766	0.00367274	0.00460255	0.00408986	0.00408622	0.00456854	0.00517137	0.00352974	0.0028748	0.00362733	0.00439608	0.00535987	0.00547045	0.00542252	0.00269304	0.00435795	0.00234954	0.00352205	0.000567228	0.00734737	0.00265175	0.00415819	0.00454349	0.0056201	0.00544333	0.00257144	0.00464785	0.00491048	0.00384888	0.00301277	0.00380092	0.00444465	0.00415027	0.00306508	0.00177828	0.00383626	0.00361215	0.00475704	0.00262976	0.00372542	0.00143899	0.00354636	0.00419483	0.00172783	0.00146005	0.00356998	0.000664353	0.00390437	0.0034029	0.00152268	0.00209241	0.00168229	0.00352447	0.00231274	0.00188751	0.00431301	0.00488741	0.00322519	0.0034712	0.00226582	0.00158335	0.00252536	0.00252451	0.00409037	0.00123749	0.00315337
FERMENTATION-PWY: mixed acid fermentation	0.00156493	0.00109987	0.000759717	0.00382671	0.00124792	0.00273959	0.00129032	0.00108815	0.00207908	0.0026078	0.00452939	0.00275077	0.000261472	0.00264436	0.00105618	0.000908847	0.00213036	0.00183283	0.00208115	0.00216437	0.00236853	0.000518421	0.00130767	0.00056466	0.00343338	0.000361623	0.000484661	0.00153462	0.00144217	0.00122695	0.00120338	0.00215094	0.00388792	0.00267921	0.00101628	0.00322333	0.00248122	0.00410205	0.0014632	0.00268489	0.00277748	0.00352973	0.00485892	0.00290848	0.0036303	0.00277316	0.00468265	0.00359264	0.00320163	0.0014892	0.000925594	0.00129765	0.0013441	0.00123192	0.000636284	0.00267018	0.00325827	0.00184144	0.00160015	0.00118313	0.00248848	0.00270088	0.00374037	0.00125468	0.0021815	0.000975157	0.000330063	0.00136682	0.00357247	0.00280465	0.00214151
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	0.000617341	0.00107316	3.46217e-05	0.00035603	0.000613875	0.00189699	0.000864822	0.000452949	0.000921616	0.000748379	0.00172793	0.00134922	0.000211618	0.00102472	0.00130488	0.000232393	0.00119885	0.00190465	0.000856884	0.000478455	0.00137603	0.000981869	0.000144923	0.000161762	0.00100532	0.000108585	0.00113624	0.00100956	0.000540849	0.000615595	0.00236292	0.00193505	6.02571e-05	0.00113774	0.000200105	0.00182248	0.000944185	0.00229908	0.000557289	0.0013058	0.000869154	0.000273168	0.00057302	0.00221565	0.00301501	0.00165068	0.00183538	0.00137553	0.00019908	0.000359405	0.000111696	3.82186e-05	0.000448122	0.000653168	0.000215591	0.000407119	0.000290478	0.00113048	0.000270883	8.43871e-05	0.000349264	0.000498262	0.00185999	0.000420965	0.000651977	0.000179521	0.000218664	0.000234007	0.000763612	0.000352285	0.000127169
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0.00126371	0.00161797	0.00108876	0.00295936	0.00205692	0.00226879	0.00111041	0.00146223	0.00156923	0.00152914	0.00258909	0.00188934	0.000739878	0.00180458	0.00148329	0.000527991	0.00174596	0.00210119	0.00242885	0.00141479	0.00188948	0.00033808	0.00104564	0.00039653	0.00241516	0.001096	0.00153718	0.00138932	0.00160736	0.00260637	0.00137375	0.00135589	0.00209834	0.00131602	0.0020745	0.00237997	0.00192219	0.00125174	0.00128728	0.00154132	0.00138751	0.00206405	0.00351223	0.0021753	0.00237075	0.00136162	0.00186414	0.00212557	0.000594849	0.000862681	0.00167353	0.000383879	0.000615542	0.00119073	0.000274519	0.000690948	0.000536874	0.000693433	0.000530647	0.00113925	0.00159913	0.00140186	0.00151954	0.00106365	0.00122412	0.000603438	0.00076658	0.00115296	0.00197314	0.000527243	0.00177786
FUCCAT-PWY: fucose degradation	0.00085257	0.00123409	0.000581441	0.00210747	0.00113624	0.00168016	0.000602909	0.000869986	0.000971144	0.00102252	0.00250444	0.00132782	0.000370933	0.00109535	0.000819323	0.000246801	0.00103313	0.00143226	0.00172312	0.00080155	0.0012776	0.000160256	0.000559963	0.000230645	0.00157567	0.000587971	0.000949621	0.000808364	0.00102567	0.00172261	0.000713225	0.000774931	0.0014308	0.000836628	0.00118841	0.00234394	0.00133096	0.000735442	0.000675628	0.0014656	0.000914499	0.00176455	0.00295277	0.00242401	0.00218112	0.000934267	0.00171794	0.0015222	0.000290366	0.00043126	0.000950563	0.0001821	0.000294859	0.00161164	0.000128198	0.000349544	0.000271575	0.000378936	0.000257674	0.000572982	0.000867029	0.000779873	0.000979712	0.000558998	0.000628371	0.000293144	0.000377691	0.000860402	0.00124289	0.000250882	0.00112164
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	0.0019831	0.0013851	0.00081641	0.000499203	0.00207822	0.00200883	0.00143109	0.000833267	0.00160559	0.00126602	0.00212471	0.00181019	0.00100156	0.00124041	0.00139623	0.000322719	0.00102709	0.00215497	0.00194418	0.00198259	0.00236495	0.000856149	0.0011609	0.00103936	0.000591617	0.00149108	0.000824771	0.00117889	0.00186113	0.000884049	0.000408878	0.00115288	0.00166904	0.0014035	0.0011023	0.00127659	0.00116576	0.000745391	0.000644004	0.000698823	0.00134946	0.00122076	0.000303937	0.00121103	0.00190743	0.000607206	0.00144608	0.00156579	0.00231596	0.00147767	0.00177729	0.00136424	0.000685714	0.00177683	0.00148464	0.00140544	0.00126825	0.000979982	0.00118168	0.000846061	0.00170721	0.00153856	0.00201552	0.00164326	0.000888381	0.000695781	0.000700295	0.00105186	0.00212542	0.00110611	0.00107433
GALACTARDEG-PWY: D-galactarate degradation I	0.00180623	0.00132238	0.000289159	0.00194538	0.00135645	0.00355128	0.000811828	0.00101771	0.00157246	0.000596937	0.00410477	0.00261684	0.000289953	0.00125727	0.000522222	0.0011575	0.00165252	0.00239065	0.00195267	0.000909427	0.00244263	0.000245347	0.000334003	0.000449766	0.00146897	0.00022884	0.000215883	0.00150891	0.00177557	0.00132861	0.000735189	0.000847842	0.00207245	0.00132568	0.000603498	0.00484971	0.00117349	0.000944823	0.000417492	0.00210828	0.00130537	0.00233503	0.004072	0.00320299	0.00322928	0.00153386	0.00403783	0.00289576	0.000278913	0.000101153	0.00036045	4.60366e-05	0.000220426	0.00130126	8.27197e-05	0.000423449	0.000183047	0.000166759	5.74833e-05	0.000210251	0.000959008	0.00118162	0.00136244	0.000392834	0.00050053	0.000152998	0.000485019	0.000372542	0.00206624	0.000106556	3.78747e-05
GALACTITOLCAT-PWY: galactitol degradation	0.000645043	0.000486787	0.0	0.000258184	0.000546731	0.00168653	0.000227171	0.000127429	0.00033986	0.000129752	0.00144471	0.000727135	9.70948e-06	0.00022926	0.000165899	3.41768e-05	0.000682473	0.000842689	0.000860555	0.000278185	0.000690859	8.93893e-05	0.000133483	6.72799e-05	0.000142948	8.66405e-05	0.0	0.000561648	0.000772793	0.000412053	0.000378288	0.000139338	6.06933e-05	5.73048e-05	7.01715e-06	0.00221776	0.000504625	0.00153614	0.000109164	0.00096657	0.000389501	5.13016e-05	0.000232004	0.00153361	0.0013258	0.00145603	0.00165839	0.00112494	0.000176312	0.0	4.94971e-05	1.41649e-05	4.59165e-06	0.000325961	1.97176e-05	0.000129897	3.89293e-05	5.01211e-05	2.27539e-05	6.68147e-06	0.000279529	0.000182045	0.000331941	0.000168289	5.58647e-05	8.84548e-06	0.00010009	7.69039e-05	0.00043861	1.62285e-05	4.51654e-05
GALACTUROCAT-PWY: D-galacturonate degradation I	0.00192334	0.0016113	0.0023394	0.0016798	0.00188124	0.00220836	0.00151294	0.000918579	0.00187222	0.00333527	0.00237646	0.00208148	0.00176377	0.00136848	0.00188504	0.00102229	0.00093837	0.00203771	0.001883	0.00352628	0.00229858	0.00376261	0.00132554	0.00214935	0.000635242	0.00197104	0.00176056	0.00137877	0.0018048	0.00147101	0.00098369	0.00188341	0.00169273	0.0015012	0.00130056	0.00128873	0.0013362	0.000912687	0.000702547	0.00164157	0.00154221	0.00196624	0.000661823	0.00133838	0.00184573	0.0023081	0.00152241	0.00234675	0.00344463	0.00245459	0.00173392	0.00273092	0.00343555	0.001818	0.00155978	0.00163811	0.00150252	0.00336488	0.00269095	0.00167677	0.00144137	0.00166562	0.00234906	0.0018421	0.00111515	0.000931482	0.0011645	0.00162609	0.00208792	0.00216356	0.00213409
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.00282844	0.00253105	0.00172098	0.00386877	0.00179993	0.0030981	0.00339735	0.00390481	0.00260298	0.00334105	0.00398429	0.00330569	0.00237631	0.00357398	0.0021215	0.00299171	0.00348383	0.00201153	0.00272384	0.00230972	0.00326155	0.00321025	0.00131591	0.00137374	0.0017731	0.00181539	0.00310854	0.00248144	0.00233542	0.00365482	0.00221786	0.00236615	0.00371457	0.00280266	0.00252256	0.00368554	0.002049	0.00402696	0.00369409	0.00409412	0.00247882	0.000855059	0.00138027	0.00267874	0.00285744	0.00319289	0.00323164	0.00349735	0.00416364	0.00253196	0.0035068	0.00243904	0.00287846	0.00278034	0.00277819	0.00316757	0.00265409	0.00359518	0.0024576	0.00302908	0.00185287	0.00204803	0.00364105	0.00237127	0.00219043	0.0026021	0.00137256	0.00179814	0.00312221	0.00387537	0.00283759
GLUCARDEG-PWY: D-glucarate degradation I	0.000710441	0.00108618	0.000140204	0.00170196	0.000955734	0.00149142	0.000609613	0.000659712	0.000884954	0.000497904	0.00261949	0.00122858	0.000155277	0.000849707	0.000285696	0.000889682	0.00110605	0.00105749	0.000857298	0.000536418	0.0016183	0.000239683	0.000232061	0.000223588	0.00120732	0.000176829	0.000122712	0.0008767	0.000795615	0.000867853	0.00043825	0.000437003	0.0014603	0.00108612	0.000411214	0.00288407	0.000734147	0.000729504	0.000328638	0.00111255	0.00062438	0.00195463	0.00358189	0.00225444	0.00195017	0.000862445	0.00251434	0.00186784	0.000230601	8.82532e-05	0.0001871	4.05579e-05	0.000145982	0.00101439	7.6966e-05	0.000304273	0.000155879	9.94385e-05	5.08561e-05	0.000106183	0.000549749	0.000825095	0.00092949	0.000290894	0.000323423	7.67471e-05	0.000269785	0.000118607	0.00111955	6.90554e-05	3.67221e-05
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	0.00180623	0.00132238	0.000289159	0.00194538	0.00135645	0.00355128	0.000811828	0.00101771	0.00157246	0.000596937	0.00410477	0.00261684	0.000289953	0.00125727	0.000522222	0.0011575	0.00165252	0.00239065	0.00195267	0.000909427	0.00244263	0.000245347	0.000334003	0.000449766	0.00146897	0.00022884	0.000215883	0.00150891	0.00177557	0.00132861	0.000735189	0.000847842	0.00207245	0.00132568	0.000603498	0.00484971	0.00117349	0.000944823	0.000417492	0.00210828	0.00130537	0.00233503	0.004072	0.00320299	0.00322928	0.00153386	0.00403783	0.00289576	0.000278913	0.000101153	0.00036045	4.60366e-05	0.000220426	0.00130126	8.27197e-05	0.000423449	0.000183047	0.000166759	5.74833e-05	0.000210251	0.000959008	0.00118162	0.00136244	0.000392834	0.00050053	0.000152998	0.000485019	0.000372542	0.00206624	0.000106556	3.78747e-05
GLUCONEO-PWY: gluconeogenesis I	0.00333033	0.00564664	0.00328871	0.00489249	0.00248685	0.00481315	0.00583457	0.00366511	0.00556329	0.00528676	0.00423307	0.00415658	0.00386137	0.00506009	0.00389344	0.0029007	0.00371627	0.00465748	0.00393644	0.0037498	0.00459877	0.0032029	0.00376302	0.00202101	0.00384116	0.00294628	0.00354146	0.0036668	0.00387227	0.00362431	0.00444401	0.00404319	0.00501936	0.00482937	0.00405131	0.00414385	0.00447153	0.00413548	0.00340367	0.00330641	0.00475514	0.00511054	0.00452564	0.00369893	0.00423399	0.00359658	0.00370203	0.00433685	0.00341861	0.00268945	0.00295694	0.00143859	0.00217259	0.00441041	0.00127137	0.00442886	0.00346475	0.0033326	0.00465224	0.00330014	0.00332197	0.00382435	0.004678	0.00185742	0.00285	0.00239909	0.00266449	0.00568206	0.00397219	0.00169135	0.00288257
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.00541282	0.00421227	0.00241761	0.00485625	0.00330243	0.00298188	0.00326943	0.00142762	0.0043653	0.00248711	0.00329288	0.00216165	0.00174826	0.00297023	0.00297429	0.00281336	0.0015356	0.00325107	0.00332182	0.00435001	0.00247579	0.00473479	0.00137359	0.00120619	0.00179447	0.00219609	0.00202383	0.00424889	0.00277388	0.00195558	0.00555328	0.00199736	0.00613479	0.00415443	0.00279722	0.00451568	0.00322401	0.0036515	0.00247963	0.00489414	0.00355543	0.00456702	0.00665767	0.00404226	0.00463587	0.00470928	0.003147	0.00428556	0.0050772	0.00289647	0.00378853	0.00275721	0.00322856	0.00544821	0.00369989	0.00300263	0.00374797	0.0022899	0.00310437	0.00308071	0.00294738	0.00188057	0.00370852	0.0037591	0.00317984	0.00263659	0.000983711	0.00468321	0.00331549	0.00401427	0.00376318
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	0.00255852	0.00229768	0.00282494	0.00108244	0.0024377	0.00229938	0.00179473	0.00123547	0.00223898	0.00295319	0.00283067	0.00192211	0.00190895	0.00160914	0.00279556	0.00121022	0.00116665	0.00326633	0.00227274	0.00358366	0.00274238	0.00333307	0.00154683	0.00146219	0.000707814	0.00221039	0.00218278	0.00183216	0.00196994	0.0015202	0.00103876	0.00206473	0.0025692	0.00169538	0.00129806	0.0014414	0.00148731	0.000921465	0.00125409	0.0014262	0.00174192	0.00214712	0.000428063	0.00149669	0.00205791	0.00074345	0.00161272	0.00209498	0.00362377	0.0026716	0.00274772	0.00255106	0.00383874	0.00203685	0.00202084	0.00374644	0.00215021	0.00323494	0.00267172	0.0035965	0.00219888	0.00182689	0.00288684	0.00214341	0.00249613	0.00105944	0.00120145	0.00183023	0.00250009	0.00355512	0.0021559
GLUDEG-I-PWY: GABA shunt	0.000811263	0.00161546	6.16185e-05	0.00286439	0.000694615	0.00160692	0.000323009	0.00067869	0.00198574	0.00166837	0.00137677	0.00188558	0.0001139	0.00112694	0.000484047	0.000227257	0.00242824	0.00159145	0.00133049	0.00108874	0.00231681	0.000330549	0.000515535	0.000151417	0.0025769	0.000396486	0.0	0.00112268	0.0010627	0.000690622	0.000585222	0.000946173	0.000728669	0.00134403	0.000109147	0.000481267	0.00161025	0.000440864	0.000950475	0.000235672	0.00126858	0.000222259	0.000480558	0.000331115	0.001418	0.00041463	0.000810904	0.0015989	0.000255556	8.18028e-05	0.000247213	0.000109473	0.000250005	0.00173707	2.14405e-05	0.000421266	0.000255616	0.000125415	2.6776e-05	0.000392707	0.00126996	0.00220975	0.00139481	0.000544986	0.000282349	9.02235e-05	0.000374234	0.000738293	0.00180457	9.90466e-05	0.00103364
GLUTORN-PWY: L-ornithine biosynthesis I	0.0049032	0.00334083	0.00302824	0.00373266	0.0036371	0.00415058	0.00318586	0.00329654	0.00456548	0.00549663	0.00380142	0.00308199	0.00196332	0.00442891	0.00445114	0.00248392	0.00181977	0.00372851	0.00306237	0.00831281	0.00434178	0.00824994	0.00566393	0.00293535	0.00216072	0.00493772	0.00418432	0.0045024	0.00400927	0.00244623	0.00654252	0.00417717	0.00601352	0.00520022	0.00306121	0.00700886	0.00394472	0.00461761	0.00458221	0.00736237	0.00614035	0.00762819	0.00464553	0.00685704	0.00454671	0.00508824	0.00604414	0.00535654	0.011714	0.00832604	0.00687111	0.00902988	0.00708768	0.005804	0.0103461	0.00725881	0.0103958	0.00697155	0.00883348	0.00723046	0.00493895	0.00308841	0.00655324	0.00529811	0.00587193	0.00809463	0.00656921	0.00787335	0.00603282	0.00844499	0.00861797
GLYCOCAT-PWY: glycogen degradation I	0.000371252	0.00144389	0.00293197	0.00094642	0.00447836	0.00105984	0.000583836	0.00177051	0.000531204	0.00152789	0.00153609	0.0010789	0.000938668	0.0013803	0.000642702	0.00134654	0.000681734	0.00143191	0.000710865	0.00088008	0.00148273	0.000997122	0.00334938	0.000578143	0.000674845	0.00222802	0.00255902	0.00147149	0.000520761	0.000710997	0.000502129	0.00244296	0.00209365	0.00169588	0.00296125	0.00172945	0.00123722	0.00198604	0.00340904	0.000739725	0.00189165	0.00165013	0.00212329	0.0015539	0.00124198	0.00247514	0.00221909	0.000870711	0.001802	0.00278434	0.00140038	0.00192561	0.000756018	0.00159682	0.000299309	0.00273351	0.004977	0.000404631	0.00134718	0.00338242	0.000905349	0.00138108	0.00104183	0.00135459	0.00319245	0.00206748	0.000524751	0.00272598	0.00127733	0.00264626	0.00355514
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.00531989	0.00530531	0.004038	0.00500407	0.00489712	0.00273921	0.00464244	0.0049686	0.00488027	0.00666054	0.00449949	0.00297488	0.00456181	0.00568682	0.00731271	0.00492128	0.00347159	0.00424761	0.00450313	0.00936801	0.00508056	0.0115446	0.00791486	0.00299254	0.00306594	0.00755615	0.00669007	0.0054078	0.00512939	0.00460494	0.00988137	0.00603095	0.00660849	0.00617295	0.00524402	0.00687295	0.00392044	0.00825547	0.00646824	0.00983692	0.00768427	0.0105818	0.00686804	0.00886055	0.00565781	0.00801813	0.00696237	0.00598742	0.0139833	0.0100355	0.00867755	0.00947703	0.00953649	0.00685696	0.0110205	0.010193	0.0130389	0.00995437	0.0129947	0.00803786	0.00681459	0.00479872	0.00813683	0.00643093	0.00822072	0.00854904	0.00739513	0.00806131	0.00760908	0.00967183	0.0109763
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0.000171743	6.86782e-05	0.0	0.000345605	0.000118704	0.000434963	4.07956e-05	5.32617e-05	0.0001856	0.000198011	0.000294969	0.000277128	3.2524e-06	0.000150588	4.51871e-05	2.12664e-05	0.000240438	0.00027705	0.000275848	0.000146042	0.000210792	1.93899e-06	6.06641e-05	1.20573e-05	0.000196448	5.03848e-06	0.0	0.00027371	0.000165155	0.00010583	4.24477e-05	9.62893e-05	0.00073214	0.000108088	4.61796e-05	0.000506103	0.000107504	9.36021e-05	3.0569e-05	0.000136484	7.92756e-05	0.000160726	0.000319734	0.000212981	0.00033132	3.1698e-05	0.000968418	0.000364286	2.95219e-05	1.49461e-05	4.01796e-06	2.3231e-06	2.88414e-06	0.00016662	0.0	1.89908e-05	2.95663e-05	2.28731e-05	6.44602e-05	0.0	6.51624e-05	0.00012292	0.000179063	8.66677e-06	0.000131471	0.0	3.39656e-05	1.77822e-05	0.000343615	6.06057e-05	5.12371e-06
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	0.00248709	0.00458236	0.0024151	0.00390093	0.00202735	0.00366955	0.00416422	0.00224584	0.004148	0.00350612	0.00311458	0.00381192	0.0022386	0.00409789	0.00224807	0.00214147	0.00188911	0.0041478	0.00322594	0.00266756	0.00342273	0.00171899	0.00271351	0.00140877	0.00146912	0.00210327	0.00190237	0.00244933	0.00286961	0.00293086	0.00184727	0.00287291	0.00275647	0.00302233	0.00312426	0.00330455	0.00251546	0.00259507	0.00222148	0.00261765	0.00303727	0.00293933	0.00246533	0.0024908	0.00331586	0.00286464	0.00307217	0.00371468	0.00206215	0.0018737	0.00210091	0.00094402	0.0012739	0.00301021	0.000738457	0.00304364	0.00178335	0.00173483	0.00253215	0.00252416	0.00224457	0.00258135	0.00296794	0.00134258	0.00217079	0.00152708	0.00181928	0.00241737	0.00295203	0.00120309	0.00158484
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	0.000538589	4.55438e-05	1.02527e-05	0.00075674	0.000659831	0.00223128	0.000219364	0.000132814	0.000274152	6.78002e-05	5.29558e-05	0.000640613	1.05954e-05	0.000273088	0.000109068	1.29396e-05	0.000200018	0.000609415	0.000571643	0.000425661	0.000768165	8.74517e-06	2.36093e-05	1.93003e-05	0.000315299	6.89494e-05	0.0	0.000344219	0.000594442	0.000655579	1.37479e-05	0.000367125	0.000820017	0.000837412	6.7092e-06	0.000775913	0.000173965	0.000452446	0.00023765	0.000755382	1.75531e-05	0.00102665	0.00121231	0.000312542	0.000163525	6.5779e-06	0.00139154	0.00117642	0.000123549	0.0	1.10764e-05	9.81811e-06	9.8181e-06	2.0797e-05	0.0	1.29564e-05	3.79154e-05	7.43816e-05	1.05232e-05	0.0	9.98375e-05	0.00054974	0.000597247	2.58947e-05	1.02093e-05	0.0	1.15906e-05	8.13759e-05	0.000400616	9.57246e-05	0.0
