EC	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
sn-glycerol-1-phosphate dehydrogenase (1.1.1.261)	8.93907e-05	1.15535e-06	1.67106e-05	3.31138e-05	8.17867e-06	5.00977e-07	4.53932e-05	5.70744e-05	0	0.000109118	0	0	1.81823e-06	2.34711e-05	0.000138173	1.04178e-06	0	9.4885e-05	4.26894e-05	7.3234e-05	9.76743e-05	0.000131938	4.1832e-05	7.53206e-06	0	4.23216e-05	0.00011802	1.5034e-06	1.93969e-06	0	0.000131712	9.00274e-05	0.000126119	0.000122307	2.50113e-06	0.000122993	2.45096e-05	6.90525e-05	0.000185607	0.000320856	0.000113879	6.74123e-05	1.92637e-05	0.000240796	6.80537e-05	0.000595718	4.63151e-05	6.45791e-05	0.000102598	8.23148e-05	0.000155832	9.37758e-05	6.90221e-05	0.000125688	0.000257751	3.83437e-05	0.000434349	0.000139722	4.03472e-05	6.41317e-05	0.000166457	2.05901e-05	2.02019e-05	6.71573e-05	3.15283e-05	4.10617e-05	2.31613e-05	3.82819e-05	4.32854e-05	0.000140356	0.000169698
4-hydroxythreonine-4-phosphate dehydrogenase (1.1.1.262)	0.000250656	0.00148945	0.00146641	0.00140741	0.00124016	0.00124057	0.000398751	0.000614041	0.00114954	0.000919075	0.000811428	0.000624562	0.00100504	0.000636653	0.00113013	0.000483302	0.000440781	0.000717656	0.000598804	0.000299374	0.000886122	0.000372821	0.000691815	0.00135693	0.00059715	0.000573321	0.000547684	0.000623908	0.000585766	0.000972125	0.00028018	0.000600273	0.000400521	0.000743744	0.00114488	0.000358683	0.000657033	0.000390462	0.000735522	0.000144701	0.000590284	0.000727827	0.00146594	0.000250678	0.000709714	0.000577128	0.000399701	0.000734781	0.000262318	0.000460825	0.000725007	0.000842045	0.00024986	0.000890842	0.000288375	0.000666931	0.000405672	0.000531995	0.000600355	0.000857973	0.00116748	0.000634164	0.000619923	0.000464078	0.000650801	0.000884375	0.00108071	0.000276043	0.000622838	0.000709323	0.000489719
L-idonate 5-dehydrogenase (NAD(P)(+)) (1.1.1.264)	0.000112731	7.09674e-06	9.63828e-07	0.000169599	1.92316e-05	4.43382e-05	3.6352e-05	6.30657e-05	2.70899e-05	3.09274e-05	0.00033704	2.03282e-05	0	2.89228e-05	5.22799e-06	2.3217e-07	6.24129e-07	0.000189837	0.000202783	3.37618e-06	1.67203e-05	2.43677e-06	1.36901e-05	9.65188e-06	1.49273e-06	0	7.04754e-07	2.96385e-05	0.000141938	6.1582e-05	3.7263e-07	1.98516e-06	2.40846e-06	1.11835e-05	0	0.000322753	6.17533e-05	1.83629e-05	2.07945e-06	1.56107e-05	5.77339e-05	9.90584e-06	1.74395e-05	0.000174988	5.23166e-06	1.41063e-06	1.6761e-05	1.96879e-05	1.81434e-06	1.04683e-06	4.89865e-07	7.31111e-07	1.29151e-06	1.57657e-06	7.27825e-07	4.3672e-06	5.30654e-07	5.21157e-06	9.40446e-07	2.55152e-07	1.25892e-05	2.39567e-06	2.24954e-05	2.59023e-05	1.83514e-06	1.63792e-06	0	1.17522e-05	5.96922e-07	4.00421e-07	0
dTDP-4-dehydro-6-deoxyglucose reductase (1.1.1.266)	0	9.88835e-07	0.000670947	5.0813e-07	0	8.68888e-07	0	7.05594e-07	0.000165005	0	0	2.11192e-05	0.00025737	1.53972e-06	1.17661e-06	0	0	0	2.13128e-06	2.6295e-05	0	0	1.36657e-05	3.88587e-05	0	1.25361e-05	0	0	0.000113288	7.7971e-07	0	0	2.56417e-05	3.27446e-05	0	0	1.97678e-06	0	0	3.48847e-06	3.50563e-05	0	2.52354e-07	0	6.45679e-05	0	0	0	0	0.000102274	8.97324e-07	0.000183287	0.000115401	5.91672e-07	9.67021e-05	2.08233e-05	5.0448e-06	0.000381052	0	7.20653e-06	4.00746e-05	0.000199251	0.00019535	0.000121711	2.67779e-05	2.52561e-06	2.63722e-05	0	0.000127781	2.67582e-06	2.4369e-05
1-deoxy-D-xylulose-5-phosphate reductoisomerase (1.1.1.267)	0.00219605	0.00146254	0.0018043	0.0013134	0.00149912	0.00141752	0.00167432	0.00175031	0.00147508	0.00201357	0.00125731	0.00134976	0.00192623	0.0017145	0.00168749	0.00161556	0.00156921	0.00146714	0.0015391	0.00197109	0.00156675	0.00168965	0.00203531	0.00249508	0.00148844	0.00197178	0.00179033	0.00177579	0.00155239	0.00174527	0.00161052	0.00164785	0.00222297	0.00212896	0.00166643	0.0013111	0.00224058	0.00110636	0.00169471	0.00140587	0.00187608	0.00197296	0.000998742	0.0015317	0.00105189	0.00160966	0.00141692	0.00137439	0.00204265	0.00196079	0.00177181	0.00197656	0.00211747	0.00154135	0.00186231	0.00237725	0.00210035	0.00187479	0.00205308	0.00201026	0.00166521	0.00158088	0.00177333	0.00211771	0.0018247	0.00202975	0.00219279	0.00274937	0.00167175	0.00215962	0.0018371
2-(R)-hydroxypropyl-CoM dehydrogenase (1.1.1.268)	5.43235e-05	2.9229e-06	0	0.000169917	4.81071e-05	5.26666e-06	0	0	5.17129e-06	3.27623e-05	4.55062e-06	0	2.78911e-06	3.09075e-05	0	9.79075e-06	9.76528e-07	2.82947e-06	1.6398e-05	3.26871e-05	8.15317e-06	0.000105469	1.48666e-06	0	3.23993e-05	4.69856e-05	6.77596e-05	3.32008e-05	2.8179e-06	0	1.31843e-05	5.96168e-06	0.000242923	0.000124257	6.66628e-05	4.5776e-05	2.17633e-05	4.85645e-05	0.000187738	0.000104203	9.3134e-06	0.000103052	0.000183845	0.000138933	1.42997e-05	2.1433e-05	2.01444e-05	5.62502e-05	1.43696e-05	7.2129e-06	5.33826e-05	2.48716e-05	1.30499e-05	0	3.00402e-06	1.66513e-05	5.3427e-05	9.9801e-06	2.19496e-05	5.85717e-06	0	2.1047e-05	1.80644e-05	8.25154e-06	5.93737e-06	1.32991e-05	1.21044e-06	1.46428e-05	2.61432e-05	7.91127e-07	4.9281e-05
L-lactate dehydrogenase (1.1.1.27)	0.000372679	8.16931e-05	0.000139218	0.000338383	0.000219276	0.00028456	0.000267552	0.000455069	5.25651e-05	0.000336378	0.000250415	0.00014721	0.000120456	0.000360625	0.000404925	0.000154067	0.000208526	0.00021682	0.000278766	0.0011019	0.000234921	0.00145746	0.000571908	0.000264893	0.000178953	0.00068095	0.000399498	0.000140312	0.000404902	0.000199855	0.00155339	0.000404506	0.000486072	0.000810556	0.00034329	0.0010092	0.000199769	0.0018028	0.000873037	0.00134565	0.00102739	0.000970012	0.000638957	0.00112123	0.000554582	0.00107387	0.000800659	0.000668081	0.00120604	0.000884576	0.000734083	0.00061456	0.000881182	0.00104378	0.00104868	0.000469087	0.00150801	0.000433512	0.00103937	0.000524664	0.000589984	0.000364733	0.000531302	0.000430319	0.00057974	0.000829775	0.000433669	0.00077326	0.000697122	0.000480336	0.000913007
GDP-L-fucose synthase (1.1.1.271)	0.000792548	0.00126947	0.00169297	0.00104872	0.00207411	0.00097656	0.00188762	0.00229558	0.00144246	0.000697597	0.000816202	0.00142787	0.00203348	0.0015307	0.00146311	0.00255059	0.00218337	0.00137678	0.00148894	0.00101819	0.000990219	0.00059857	0.00126388	0.00154254	0.00186623	0.00156013	0.00146568	0.00130547	0.00140791	0.00199735	0.00136068	0.00142115	0.000631474	0.000736796	0.00156824	0.000529246	0.00149691	0.000240149	0.00202778	0.000265717	0.000644734	0.000373825	0.000123127	0.000539495	0.000686713	0.0011027	0.000348622	0.000512905	0.000649104	0.00161532	0.00127041	0.00116106	0.00140374	0.00111819	0.000967651	0.00107267	0.00083467	0.00144224	0.000856345	0.00103043	0.00145798	0.00199573	0.000835622	0.00165061	0.00134031	0.0012943	0.00152645	0.000524725	0.00098304	0.000774892	0.000994022
2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming) (1.1.1.274)	0.000185405	0.000227195	1.67013e-05	0.00112921	0.000123529	0.000622756	8.29789e-05	0.000104594	0.000366573	0.00127595	0.000791814	0.000556069	0.00039661	0.000163218	9.44469e-05	2.6983e-05	0.00104022	0.000373461	0.000327242	0.000137216	0.00037667	7.35845e-05	8.4676e-05	2.45984e-05	0.00070519	7.77134e-05	0.000252986	0.000504089	0.000362988	0.00022177	0.000180339	6.68185e-05	0.000438205	0.000356071	2.0412e-05	0.000826161	0.000330065	0.000723316	7.68439e-05	0.00047733	0.000280042	0.000833301	0.00119782	0.000778745	0.000613952	4.67639e-05	0.00150819	0.000612986	0.000155082	0.000146563	5.42498e-05	6.37099e-05	5.71527e-05	0.000143869	4.81539e-05	0.000131918	0.000108223	5.14626e-05	5.26375e-05	0.000222461	0.000489125	0.000740315	0.000304748	0.000124329	0.000256069	0.000110599	6.0655e-05	9.99439e-05	0.000424807	7.6437e-05	2.5965e-05
Serine 3-dehydrogenase (NADP(+)) (1.1.1.276)	0.000682116	3.28958e-05	2.91551e-05	0.000123855	4.56117e-06	4.96958e-05	3.09746e-05	2.14174e-05	2.19144e-05	8.39201e-05	1.59596e-05	4.25373e-05	6.86812e-05	5.5164e-05	1.29054e-05	7.52763e-06	1.60289e-07	3.09793e-05	1.00781e-05	0.000140941	4.16935e-05	0.000135419	2.569e-05	7.24694e-06	5.07911e-05	2.93185e-05	3.29986e-05	0.000668804	4.21056e-05	5.18515e-06	5.42193e-05	4.40214e-05	0.000776816	0.000321648	4.97661e-05	6.53741e-05	0.000357908	0.000180727	2.25195e-05	6.94276e-06	0.000355435	0.000355036	0.000745259	3.09899e-05	1.37595e-05	0.00019469	1.47287e-05	6.14248e-05	2.6569e-05	3.87715e-05	1.79504e-05	0.000123449	5.61276e-06	9.39267e-05	8.72053e-06	8.87166e-05	0.000174363	9.90573e-06	3.47158e-05	7.43196e-05	4.25326e-05	7.63949e-05	0.000159079	0.000336151	4.87337e-05	8.32071e-05	1.34213e-05	0.000588087	0.000213458	3.16795e-05	7.92528e-05
D-lactate dehydrogenase (1.1.1.28)	0.000394452	0.000287157	0.000275355	0.000533506	0.000358881	0.000707677	0.000484286	0.000674285	0.000445583	0.000640456	0.000623698	0.00070197	0.000581415	0.000497827	0.000849655	0.000714839	0.00119882	0.000734807	0.000732817	0.000463629	0.000479483	0.000698907	0.000529928	7.67293e-05	0.00120755	0.000400473	0.00052136	0.000670362	0.000625878	0.000920426	0.000733125	0.000673852	0.000429358	0.000439613	0.000580254	0.000901243	0.000528864	0.00134393	0.000447604	0.000431771	0.000379946	0.000594497	0.000869249	0.000789304	0.000645126	0.00029037	0.000513328	0.000725577	0.000263423	0.000561188	0.000678946	0.000224407	0.00040664	0.000486074	0.000240582	0.000508967	0.000381082	0.000465089	0.000387408	0.000595599	0.00110658	0.000794871	0.000351457	0.000586955	0.000447084	0.000451842	0.000284025	0.000237709	0.000825478	0.000344603	0.000647496
Quinate/shikimate dehydrogenase (1.1.1.282)	8.14443e-05	5.62268e-05	0	0.000313849	6.00637e-05	0.000313101	3.47255e-05	3.53461e-05	9.5746e-05	7.76615e-05	0.000194282	0.000161095	2.13086e-06	3.34545e-05	1.01858e-05	3.77585e-06	9.21527e-05	0.000174511	0.000137246	4.19625e-05	0.000109258	3.31166e-06	2.58464e-05	1.18904e-05	0.000136786	6.1771e-06	7.1321e-07	6.72914e-05	8.89911e-05	5.75617e-05	3.15849e-05	2.12216e-05	7.81493e-05	0.000159661	8.60514e-06	0.000257485	6.45386e-05	0.000640214	2.27871e-05	9.23111e-05	4.94866e-05	0.000202951	0.000521956	0.000152578	0.00018509	1.19271e-05	0.000221744	0.000289852	1.93191e-05	3.02177e-06	6.63198e-06	1.89383e-06	2.49351e-06	4.77757e-05	4.96764e-06	8.51958e-06	1.23487e-05	9.62678e-06	2.20207e-06	7.49926e-07	4.13283e-05	7.92923e-05	9.19014e-05	1.8417e-05	1.26928e-05	3.33376e-06	1.92194e-05	1.06961e-05	7.8012e-05	1.60101e-06	0
S-(hydroxymethyl)glutathione dehydrogenase (1.1.1.284)	0.000172124	6.16359e-05	9.77653e-07	0.000228773	9.2393e-05	0.000556673	7.26069e-05	4.80132e-05	0.000156695	0.000126219	0.000367638	0.000349391	1.7701e-06	8.11333e-05	3.01844e-05	4.79995e-06	0.000127241	0.000254938	0.000246386	4.97346e-05	0.000240368	4.03963e-05	2.22097e-05	2.1693e-05	0.000138195	2.2262e-05	5.75802e-06	0.00016073	0.000179438	0.000111754	3.9394e-05	0.000102134	0.000327905	0.000188622	3.3352e-06	0.000562256	0.000114815	0.000108907	2.78733e-05	0.000213113	6.27698e-05	0.000286484	0.000356054	0.000288677	0.000264509	3.76703e-05	0.000480124	0.000491697	2.19786e-05	1.09744e-06	7.59459e-06	1.43612e-06	1.23254e-05	5.514e-05	1.88778e-06	1.10699e-05	1.97469e-05	2.79645e-05	5.19977e-06	6.14409e-06	5.5018e-05	9.39373e-05	0.000124578	4.15561e-05	1.30629e-05	2.09369e-06	2.54932e-05	6.04155e-05	0.00014042	1.7633e-06	0
Glycerate dehydrogenase (1.1.1.29)	3.29097e-05	0.000430634	0.000299616	0.000213864	0.000544988	1.70324e-05	0.000426237	0.000238535	0.000255895	0.000121674	8.66238e-05	0.000234237	5.95154e-05	0.000267218	0.000179767	0.000272569	3.08559e-06	0.000189035	0.000120585	0.000243426	0.000152481	0.000561483	0.000316075	4.40988e-05	2.48786e-05	0.000207333	0.000168385	8.43764e-05	8.24381e-05	0.000101016	0.000530675	0.000174571	3.75889e-05	8.83389e-05	0.000439708	1.32571e-05	5.44349e-05	5.59449e-05	0.000306813	0.000118395	0.000202567	2.80032e-05	9.23757e-06	3.34485e-05	7.52134e-05	0.00028735	6.83367e-05	0.000172628	0.000165161	0.000277595	0.000195292	0.000143021	8.49101e-05	0.000561617	2.16611e-05	0.00013643	0.000297401	6.20865e-05	0.000250588	0.000475824	0.000293045	0.000135842	0.000109318	9.28382e-05	0.000291462	0.000378256	4.57511e-05	0.000120892	0.000145568	0.000212616	0.000343222
4-phosphoerythronate dehydrogenase (1.1.1.290)	0.00186832	0.00183337	0.00297913	0.00156689	0.00157466	0.0013404	0.00251314	0.00287687	0.00227178	0.00263445	0.00152515	0.00205391	0.00403625	0.00269514	0.0026541	0.00330559	0.00372072	0.0022112	0.00225848	0.00116814	0.00228861	0.00168586	0.00265718	0.00420162	0.00357673	0.0024815	0.00272829	0.00236646	0.00253525	0.0030691	0.00142482	0.0025136	0.00150222	0.00216902	0.00256009	0.00119093	0.00235205	0.00127736	0.00253319	0.000957631	0.00173507	0.000637071	0.00112174	0.000883803	0.00144748	0.0015834	0.00127519	0.00176585	0.0023966	0.00224093	0.0025276	0.00223145	0.00300543	0.000991621	0.00155148	0.00212201	0.00152505	0.00370629	0.00139535	0.00248016	0.00261989	0.0030808	0.00206719	0.00292617	0.0024228	0.00225721	0.00289048	0.00133082	0.00157582	0.00290821	0.00167575
2-hydroxymethylglutarate dehydrogenase (1.1.1.291)	0.000111293	4.64223e-05	4.29815e-07	0.000114314	3.22447e-05	0.00019663	2.92952e-05	2.48139e-05	3.65901e-05	7.24107e-05	0.000232168	1.07478e-05	0	5.20042e-05	4.27821e-06	6.28825e-06	3.6339e-05	0.000176993	0.000163921	2.82827e-05	7.83809e-05	2.37816e-06	1.29492e-05	3.06049e-06	6.51009e-05	1.59363e-07	0	2.43399e-05	0.000154855	2.7367e-05	6.58427e-06	4.66031e-06	3.54009e-05	5.67093e-05	1.91803e-06	0.000161192	2.99035e-05	6.18561e-05	1.79795e-05	4.53996e-05	5.36466e-05	0.000103753	0.000237449	5.43799e-05	0.000210291	2.744e-06	1.99328e-05	0.000215613	6.49041e-06	8.18384e-06	1.11065e-06	1.82999e-06	0	2.25235e-05	4.41899e-06	3.99595e-06	9.38369e-06	9.63507e-07	1.78856e-06	3.5424e-06	3.60618e-05	3.90563e-05	4.75117e-05	7.39301e-06	7.51176e-06	8.4472e-07	2.99889e-06	6.92262e-06	5.41877e-05	1.54291e-06	0
1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) (1.1.1.292)	0.000310988	0.000450195	0.000196149	0.000709622	0.000276712	0.000374524	0.000243507	0.000233407	0.000234748	0.000266457	0.000502621	0.000252139	0.00011663	0.000424116	0.000230674	0.000366547	9.63278e-05	0.000213625	0.000252654	0.000572707	0.000281213	0.000976286	0.000295388	0.000183627	0.000142393	0.000270265	0.000471258	0.000135863	0.000297778	0.00029719	0.000598172	0.000399882	0.000628657	0.000437167	0.000282951	0.00109512	0.000193802	0.00099115	0.000310478	0.000931302	0.000744459	0.000634478	0.00078453	0.000883804	0.000256193	0.0006794	0.000303959	0.000386615	0.000807616	0.000397377	0.00023033	0.000253813	0.000198649	0.000433438	0.000139218	0.000540755	0.000488702	0.000610089	0.000607164	0.000519646	0.00047953	0.000671814	0.000502237	0.00020411	0.000481649	0.000428398	0.000130574	0.000306632	0.000705576	0.000519176	0.000553643
3-hydroxypropionate dehydrogenase (NADP(+)) (1.1.1.298)	0.00018286	0.000100906	1.22332e-06	0.000178706	6.30239e-05	0.000469297	7.57521e-05	5.81578e-05	0.00010972	5.5143e-05	0.000383356	0.00026057	2.92656e-06	7.47165e-05	1.7947e-05	8.03645e-06	0.000118427	0.00025991	0.00028635	6.02083e-05	0.000145497	4.82826e-06	2.13105e-05	1.48001e-05	0.000102946	2.65149e-05	1.71979e-06	0.000120627	0.000203954	8.89908e-05	3.28986e-05	2.73709e-05	4.87937e-05	7.13547e-05	6.45147e-06	0.000442766	0.000107812	8.1798e-05	2.15863e-05	0.000175544	9.60892e-05	0.000150262	0.000337461	0.000232424	0.000347299	1.25794e-05	0.000455898	0.000325077	1.77656e-05	2.36764e-06	2.27543e-05	1.44055e-06	8.58363e-06	5.60769e-05	3.35516e-06	2.14979e-05	1.0428e-05	1.13462e-05	3.26717e-06	1.14674e-06	5.75976e-05	5.97103e-05	0.000109984	2.04743e-05	1.84963e-05	4.47205e-06	2.17898e-05	1.57427e-05	0.000126427	6.50751e-07	0
Homoserine dehydrogenase (1.1.1.3)	0.000932663	0.000922188	0.00127066	0.00121034	0.000488026	0.000961303	0.00142299	0.00144665	0.00172356	0.00152609	0.00164896	0.00172615	0.00134488	0.00123557	0.00146955	0.00107373	0.00156046	0.00120639	0.00132263	0.00207141	0.00150763	0.002255	0.00176169	0.00043049	0.00141104	0.00160672	0.00145325	0.00114786	0.00163065	0.000970738	0.00222055	0.00148018	0.00178872	0.00174794	0.00102475	0.00243347	0.00109046	0.00220828	0.00112096	0.00221328	0.00212862	0.00205308	0.00159502	0.00217742	0.00254767	0.00146881	0.00242788	0.00187606	0.00251348	0.00212042	0.00171342	0.00154364	0.00156211	0.0017012	0.00182587	0.00177258	0.0022646	0.00181972	0.00223142	0.00144462	0.00172994	0.00157553	0.00205294	0.00158069	0.001548	0.00182209	0.0013934	0.00168699	0.0019898	0.00146908	0.00192442
Diacetyl reductase ((S)-acetoin forming) (1.1.1.304)	5.11218e-07	0	4.25676e-06	0.000240615	0	7.84786e-05	3.7244e-06	9.33066e-07	3.72115e-05	6.41827e-05	0	9.21868e-05	0	3.45609e-06	0	6.23112e-07	5.10289e-07	3.6864e-05	4.06353e-05	2.60221e-06	1.96822e-05	0.000104483	1.37234e-05	1.20835e-05	9.95873e-05	0	0	0	0	6.99201e-06	1.17318e-05	1.98225e-05	0.000211414	0.000117824	0	4.46207e-06	2.98962e-05	0.000134574	1.975e-05	3.0946e-06	2.54276e-05	0.000245779	0.000627084	1.08676e-05	4.03484e-06	4.42766e-06	8.33036e-06	0.000116729	2.39959e-06	2.87217e-06	3.82848e-05	2.11906e-05	0	2.84447e-06	1.64139e-06	2.08241e-05	1.24554e-05	1.60976e-06	9.51838e-06	4.75371e-06	1.67638e-05	7.37823e-05	3.10557e-05	1.37392e-05	4.26339e-06	4.34653e-06	3.69662e-06	9.38969e-06	2.36207e-05	1.6215e-06	3.96583e-06
UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (1.1.1.305)	3.73494e-05	1.8949e-05	0	6.09139e-05	2.24312e-05	0.000151833	1.48891e-05	1.5963e-05	5.64716e-05	3.36128e-05	0.000107435	0.000163409	6.63479e-07	2.23017e-05	5.61326e-06	4.39851e-06	3.68992e-05	7.75858e-05	7.24122e-05	2.56341e-05	0.000115429	1.07862e-06	6.36253e-06	4.27375e-06	3.75404e-05	5.55921e-06	0	4.83412e-05	3.60829e-05	3.2065e-05	1.68629e-05	2.2987e-05	0.000147398	8.23093e-05	5.4107e-07	0.000150574	2.97995e-05	5.27754e-05	2.39629e-05	5.60204e-05	2.40962e-05	0.000128548	0.00018576	8.0242e-05	9.82909e-05	3.95523e-06	0.00020822	0.000107205	7.72839e-06	3.48691e-07	3.46187e-06	2.41923e-07	2.47237e-06	2.31579e-05	0	4.92654e-06	3.55773e-06	1.35677e-06	1.58543e-06	0	1.9189e-05	5.46727e-05	5.00834e-05	1.37557e-05	4.28292e-06	0	7.39182e-06	2.1526e-06	5.01815e-05	2.89643e-06	0
UDP-N-acetyl-D-mannosamine dehydrogenase (1.1.1.336)	2.9501e-05	0.000267729	0.000102605	0.000524905	2.28917e-05	0.000232015	0.000450406	0.000911272	0.000616005	0.000161761	5.96413e-05	0.000252103	3.17364e-05	0.000102481	0.000119628	0.000364776	3.02111e-05	0.000279623	0.000160792	4.94567e-05	0.000256028	2.993e-05	0.000181217	6.16341e-06	7.48125e-05	0.00010865	0.000175767	7.8158e-05	0.000165338	6.70709e-05	1.65084e-05	9.55156e-05	0.000206638	0.000115202	0.000121811	0.000156495	0.000107111	8.15381e-05	0.000387151	4.12467e-05	7.56341e-05	0.000194225	0.000262227	4.37233e-05	0.000115214	3.83949e-05	0.000243166	0.00031915	1.47563e-05	3.79028e-05	4.99306e-05	1.2777e-05	0	0.000142419	0.000145087	8.83926e-05	6.67295e-06	3.9108e-05	0.000115954	2.31454e-05	5.53295e-06	9.15125e-05	6.41115e-05	2.15772e-05	7.31983e-05	2.44059e-06	5.42542e-05	4.56693e-05	9.97573e-05	4.98098e-05	0.000104701
3-hydroxyacyl-CoA dehydrogenase (1.1.1.35)	0.000559306	0.000353468	6.55243e-05	0.000484651	0.000291025	0.000753926	0.000161	0.000179304	0.000434607	0.000696293	0.001769	0.00090102	7.56915e-05	0.000406637	0.000305254	6.8561e-05	0.00044447	0.000656704	0.000590306	0.000651647	0.00103562	0.000472774	0.000190155	0.000120451	0.000376248	0.000226668	0.000163782	0.000306231	0.00041885	0.000226906	0.000147228	0.000297697	0.000728129	0.000431784	8.44767e-06	0.0016199	0.000377078	0.000611934	0.000101557	0.000613245	0.000563184	0.000871426	0.000986884	0.00116484	0.00144271	0.000164131	0.00143685	0.000732217	0.000650207	0.000231318	0.000244402	0.000203667	0.000451505	0.000286397	0.000103528	0.000408603	0.000216769	0.000437711	0.000306957	0.000295255	0.000455512	0.000338272	0.000834862	0.000267948	0.000246198	5.62671e-05	0.000112848	0.0001384	0.000858201	0.00042075	0.000174007
2'-dehydrokanamycin reductase (1.1.1.355)	0	0.000159203	5.07561e-05	0.000218256	0.000210166	0	9.86263e-05	2.2038e-05	6.15837e-05	7.71565e-06	0.000161216	0.000113208	4.29927e-05	0.000106527	2.75703e-05	0.000259523	8.78537e-07	5.76583e-05	6.11324e-05	3.76326e-05	1.49692e-05	6.03828e-06	2.08237e-05	0	0	1.71676e-05	4.93828e-05	4.56638e-05	2.24074e-05	3.28234e-05	8.54128e-06	2.68093e-05	0	9.26045e-06	5.00354e-05	8.33739e-07	8.97353e-06	7.62857e-06	5.72113e-05	0	5.89724e-06	0	0	1.61124e-06	1.362e-05	0.000130931	0	1.85221e-05	3.93624e-06	2.51995e-06	3.47302e-05	2.62637e-06	1.85382e-05	7.60559e-05	2.61755e-06	1.77701e-05	6.57476e-06	1.10181e-05	1.49483e-06	2.14889e-05	9.73004e-06	2.54414e-05	7.64408e-06	1.52204e-05	4.41161e-05	9.62096e-06	1.15262e-05	7.80495e-06	3.22267e-05	2.81316e-06	1.71415e-05
D-chiro-inositol 1-dehydrogenase (1.1.1.369)	3.06355e-06	6.40177e-05	6.20709e-06	3.75739e-06	0	0	6.41346e-05	3.40311e-06	0	8.87934e-06	2.07877e-05	0	6.30081e-06	1.04468e-05	3.39278e-05	4.4136e-06	0	4.53468e-06	2.17406e-05	4.533e-05	2.46222e-05	7.60118e-07	2.75858e-05	1.17092e-05	0	8.5312e-05	1.52038e-05	1.49073e-05	2.28582e-05	1.29482e-06	5.89703e-05	1.75846e-05	1.89405e-06	1.94037e-05	3.76431e-05	0.000122025	8.51105e-06	2.83416e-05	2.39781e-05	0.000693359	6.10407e-05	9.78393e-05	5.40672e-05	0.000209168	1.28891e-05	4.44203e-05	1.76479e-05	2.18668e-05	1.74707e-05	2.46031e-05	0.000274478	0.000627974	4.04725e-05	3.17836e-05	0.00128563	1.94283e-05	2.77287e-05	2.49356e-05	5.42026e-05	2.57981e-05	2.38501e-05	5.32804e-05	4.69905e-05	9.72313e-06	2.54306e-05	2.7475e-05	0.000515075	1.01769e-05	4.04659e-05	6.28331e-05	0.000222211
Malate dehydrogenase (1.1.1.37)	0.000627871	0.000983784	0.00148892	0.000978779	0.00108119	0.000887317	0.00123486	0.0010608	0.0012834	0.000940566	0.000916797	0.00114688	0.00163208	0.00108518	0.001093	0.00126027	0.00123451	0.000984504	0.000964473	0.000451081	0.000734931	0.0004159	0.00101752	0.000106072	0.00120758	0.0011679	0.00122974	0.00141288	0.00101933	0.00101245	0.000499409	0.000940816	0.00108116	0.000872997	0.00110471	0.000456363	0.00121742	0.000482802	0.000945616	0.000226895	0.000630808	0.000415507	0.000745236	0.000283503	0.000742096	0.00049478	0.000439314	0.000613146	0.000366527	0.000842399	0.000840543	0.000500207	0.000667818	0.000683689	0.000475431	0.0007499	0.000492894	0.00099075	0.000596558	0.00102697	0.0010112	0.00120611	0.000662331	0.00126234	0.000942417	0.000763748	0.000523083	0.00116733	0.000727926	0.000551941	0.000661414
