	A007	A008	A011	A016	A020	A024	A025	A033	A035	A036	A040	A042	A045	A052	A056	A060	A063	A002	A004	A006	A012	A014	A015	A018	A022	A026	A028	A030	A031	A032	A041	A044	A047	A050	A051	A057	A061	A062
PWY-702: L-methionine biosynthesis II	0.00124959	0.00234908	0.0010183	0.00150156	0.00173338	0.0	0.000263192	0.000596554	0.00118938	0.00331855	0.00316883	0.000481172	0.000673755	0.0	0.00100168	0.000727653	0.0	0.0	0.00100344	0.000512005	0.000180276	0.000575632	0.000237577	0.000225245	0.000545749	0.000404107	0.0	0.00175432	0.000381195	0.000141421	0.000335784	0.000845526	0.000377541	0.0	0.000283216	0.0	0.0031931	0.000780626
PWY-7094: fatty acid salvage	0.00025523	0.00010311	0.000279939	0.000972456	0.000267455	0.0	0.0	0.0	0.0	6.77143e-05	0.00037586	0.0	0.0	0.0	0.000258071	7.93708e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63625e-05	0.0	0.000157833	0.0	0.0	0.0	0.000359284	0.0	0.0	0.0	0.0	0.00039663	0.0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.00625645	0.00776121	0.00698698	0.00373755	0.00618832	0.00101601	0.00585646	0.00242127	0.00561731	0.00895492	0.00940893	0.000947221	0.00429728	0.00161785	0.00617134	0.00499404	0.0038054	0.00250884	0.00245962	0.00418429	0.00119572	0.00274336	0.00209388	0.00411667	0.00659766	0.00491862	0.001343	0.00558247	0.00529707	0.00348871	0.000981375	0.0049926	0.00138851	0.00464165	0.00663718	0.00503376	0.00974846	0.00635641
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0.0012675	0.00120018	0.00111255	0.00176971	0.00108943	0.0	0.000989145	0.0	0.000259198	0.000940166	0.00168433	0.0	0.0	0.0	0.000314503	0.000544616	0.0	0.0	0.00107333	0.000703351	0.0	0.000196345	0.0	0.0	0.0	0.00149196	0.0	0.00147291	0.000405248	0.0	0.0	0.00053848	0.000273243	0.0	0.000825373	0.0	0.0024288	0.00212861
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0.00260984	0.00266644	0.00426811	0.00182268	0.0036512	0.0	0.00113513	0.0	0.000382578	0.00248028	0.00435116	0.0	0.000804687	0.0	0.0011607	0.00212019	0.0	0.0	0.00101216	0.000799871	0.000179557	0.0	0.0	0.0	0.0	0.00140629	0.0	0.0024494	0.000307212	0.0	0.0	0.00160552	0.0	0.0	0.000406837	0.0	0.00407026	0.00218211
PWY-7118: chitin deacetylation	0.00106695	0.000392044	0.000998201	0.000637119	0.00154368	0.0	0.000163304	0.0	0.0	0.00150584	0.00203284	0.0	0.000119563	0.0	0.00043655	0.000652757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000160888	0.0	0.0011489	0.0	0.0	0.0	0.000294429	0.0	0.0	0.0	0.0	0.00233606	0.0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.00138843	0.000621635	0.00180246	0.00165209	0.00187024	0.00132037	0.0	0.000559162	0.0	0.00204939	0.00193981	0.000702241	0.0	0.0	0.00163167	0.000715749	0.0	0.0	0.0	0.0	0.000630397	0.000474761	0.000234514	0.000299084	0.000423889	0.000663248	0.000659919	0.00186264	0.000431606	0.0	0.000730425	0.000738353	0.000833237	0.0	0.0	0.0	0.00154462	0.0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.000603645	5.11659e-05	0.00079413	0.000847225	0.000699574	0.0	0.0	0.0	0.0	0.000485644	0.0011205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000396372	0.000403627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000650257	0.0	0.0	0.0	0.000364112	0.0	0.0	0.0	0.0	0.000900122	0.0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.00149226	0.00200153	0.00109603	0.00184314	0.00099588	0.00235585	0.00184572	0.000354869	0.00567074	0.00135525	0.001573	0.000468048	0.00163684	0.00215547	0.00153723	0.000938654	0.00177257	0.00113887	0.00138956	0.00284714	0.000578817	0.00167772	0.000531241	0.00220281	0.00172002	0.00337613	0.00337284	0.00407733	0.00370122	0.00063053	0.000405433	0.00060399	0.000694551	0.00285599	0.0028239	0.00265499	0.00110214	0.00360028
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.000575227	0.00236648	0.000436973	0.00136424	0.00122437	0.00106311	0.00110705	0.000441275	0.00241009	0.00201924	0.000425788	0.000555065	0.000788169	0.0	0.00131131	0.000422604	0.00048693	0.0	0.0	0.000936438	0.000497197	0.000667235	0.000613996	0.000629937	0.000332433	0.00074952	0.000521356	0.000854503	0.000636887	0.000315896	0.000575669	0.0	0.000662325	0.000855388	0.0	0.00101144	0.00138933	0.00239421
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.0059099	0.00485631	0.00709874	0.00603127	0.00579	0.00943034	0.00756027	0.0097824	0.00788644	0.00387089	0.00389119	0.00935811	0.00977849	0.0120261	0.00749705	0.00732287	0.0101241	0.00965407	0.00836383	0.0137665	0.0108639	0.00949036	0.00563858	0.00795954	0.00983011	0.00706928	0.00821573	0.00559766	0.00918178	0.0101462	0.0109944	0.00741705	0.00980138	0.00939244	0.0104777	0.00909306	0.00340569	0.00723009
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0.00103273	0.000436924	0.000658421	0.0	0.00122875	0.0	0.000209058	0.0	0.0	0.000409673	0.00132078	0.0	0.000105475	0.0	0.000118363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157611	0.0	0.000516048	0.0	0.0	0.0	0.000270466	0.0	0.0	0.0	0.0	0.00100106	0.0
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.0032985	0.00281514	0.00198838	0.00399467	0.00251874	0.00300697	0.00453	0.00269783	0.00683008	0.0028171	0.0023478	0.00273429	0.00327125	0.00521486	0.00450478	0.00396946	0.00467094	0.00200158	0.00294563	0.00414995	0.00217194	0.00402237	0.00102834	0.00542346	0.0050225	0.00511066	0.00254953	0.00428387	0.00453163	0.00445428	0.00242863	0.00564214	0.00400727	0.00470161	0.00410364	0.00433293	0.00158773	0.00660113
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0.0	0.000766538	0.000266058	0.0	6.29594e-05	0.0	0.0	0.0	0.0	7.5699e-05	6.66627e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000286905	0.0	0.000260332	0.0	0.0	0.0	9.55366e-05	0.0	0.0	0.0	0.0	0.000956102	0.000428723
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0.000727251	0.0	0.000301458	0.00157906	0.00133143	0.00131961	0.0	0.000484119	0.0	0.00224412	0.000129574	0.000597663	0.0	0.0	0.00149347	0.000531746	0.0	0.0	0.0	0.0	0.000566255	0.000498575	0.000241868	0.000323743	0.000448393	0.0	0.0007057	0.0	0.0	0.0	0.000689465	0.0	0.000734828	0.0	0.0	0.0	0.000247867	0.0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.00110307	0.00105075	0.00112906	0.00142823	0.00191437	0.0	0.0	0.000352641	0.0	0.00245708	0.000227172	0.0	0.0	0.0	0.00171719	0.000976839	0.0	0.0	0.0	0.0	0.0	0.000681113	0.0	0.0	0.000681063	0.00100064	0.0	0.000927982	0.000630304	0.0	0.000589026	0.000617156	0.0010262	0.0	0.0	0.0	0.000666589	0.0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.0044197	0.00221192	0.00857564	0.00551568	0.00745822	0.00778835	0.00483678	0.00758391	0.00692936	0.00173881	0.00203943	0.00855115	0.00240943	0.00408845	0.00994218	0.00670706	0.00385407	0.0013853	0.00198055	0.00297007	0.00872525	0.00941069	0.000688386	0.00814482	0.0100112	0.00492086	0.00802423	0.00544151	0.00629647	0.00326866	0.0113407	0.0065876	0.00751206	0.0092528	0.00327694	0.00399858	0.00129802	0.00704065
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.00796762	0.010921	0.00788675	0.00865274	0.00742453	0.0118768	0.0113129	0.0130615	0.0111425	0.00923208	0.00662576	0.0104167	0.0193678	0.0216621	0.010539	0.00941696	0.0170869	0.023511	0.0223872	0.0177642	0.0121645	0.0112193	0.0278947	0.0112937	0.011996	0.0100479	0.0144942	0.00826698	0.0118666	0.023031	0.011538	0.0117947	0.011788	0.0121448	0.0142299	0.0119664	0.00739291	0.0125336
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.0044197	0.00221192	0.00857564	0.00551568	0.00745822	0.00778835	0.00483678	0.00758391	0.00692936	0.00173881	0.00203943	0.00855115	0.00240943	0.00408845	0.00994218	0.00670706	0.00385407	0.0013853	0.00198055	0.00297007	0.00872525	0.00941069	0.000688386	0.00814482	0.0100112	0.00492086	0.00802423	0.00544151	0.00629647	0.00326866	0.0113407	0.0065876	0.00751206	0.0092528	0.00327694	0.00399858	0.00129802	0.00704065
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.00577314	0.00369184	0.00841151	0.00681622	0.00760128	0.00957819	0.00680862	0.00964069	0.00870909	0.00293308	0.00314325	0.00961141	0.00428759	0.00689422	0.010516	0.00799204	0.00630258	0.00262073	0.00364859	0.00514322	0.0103308	0.0103839	0.00134503	0.00959492	0.0111217	0.00666787	0.0104543	0.00667318	0.00830416	0.00573828	0.0117992	0.00851746	0.0092862	0.0106434	0.00533894	0.00603908	0.00222085	0.009123
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.0072274	0.00566394	0.00957624	0.00824777	0.00832348	0.0112986	0.00942982	0.0118256	0.0112597	0.00468147	0.00457131	0.0112367	0.00633523	0.00886745	0.0111528	0.00911587	0.00852229	0.00414567	0.00531014	0.00821609	0.0120824	0.012508	0.00225188	0.0116712	0.0130998	0.00917472	0.0138605	0.00826221	0.0108732	0.00752016	0.0128497	0.00922406	0.011755	0.0121013	0.00825892	0.00886501	0.00367318	0.0117915
PWY-7234: inosine-5'-phosphate biosynthesis III	0.00240425	0.00242709	0.00223181	0.000940552	0.00215105	0.00104428	0.00116608	0.0	0.00113584	0.00150362	0.00322412	0.000323461	0.002178	0.00122263	0.00228462	0.00178976	0.00239534	0.000578273	0.00269661	0.00307214	0.000613652	0.000637599	0.000469504	0.00212535	0.00269071	0.00240436	0.000914005	0.00281547	0.00187937	0.000691466	0.000505881	0.00094849	0.000496777	0.00341572	0.00403958	0.00277767	0.00293511	0.00204305
PWY-7237: myo-, chiro- and scyllo-inositol degradation	0.00497683	0.00430659	0.000851305	0.00896325	0.0	0.0	0.00403286	0.0	0.0	0.00425381	0.00271994	0.0	0.00980424	0.0	0.0	0.0	0.0	0.0	0.0111693	0.00903946	0.00830148	0.0	0.0153016	0.0	0.0	0.00366744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00229465	0.00522694
PWY-7238: sucrose biosynthesis II	0.00688089	0.0110589	0.00470781	0.00773076	0.00194184	0.00702003	0.0128175	0.00739502	0.0093965	0.0120996	0.0082322	0.00730483	0.00476294	0.00804427	0.00270692	0.00396417	0.00959961	0.00710134	0.00427766	0.010843	0.00650602	0.00742697	0.00354847	0.00771417	0.00485504	0.0110939	0.00463555	0.00448691	0.00940858	0.00743742	0.00201131	0.00676368	0.00920609	0.00536101	0.0131047	0.0118168	0.0101894	0.0123034
PWY-7242: D-fructuronate degradation	0.00130408	0.000717841	0.000881796	0.00161655	0.000427214	0.00030587	0.00156839	0.000986658	0.000430242	0.00152405	0.000871901	0.00212237	0.000197907	0.000385807	0.000286932	0.0011212	0.00059706	0.000881075	0.000377049	0.0	0.00130237	0.00141667	0.000412764	0.000587295	0.00141933	0.000645164	0.000212298	0.00115786	0.00109591	0.00042711	0.00115082	0.00100889	0.000513697	0.000554994	0.00090584	0.00112764	0.000671466	0.000588356
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.00606146	0.00802256	0.00434478	0.00660841	0.00374737	0.00800734	0.00779391	0.00795052	0.00921492	0.00582105	0.00468967	0.00620451	0.00414864	0.00502007	0.00602345	0.00685663	0.0073515	0.00454986	0.00305464	0.00637963	0.00862927	0.00683995	0.00288843	0.00705637	0.0075474	0.00785569	0.00618694	0.00627379	0.00821399	0.0052371	0.00516345	0.00524168	0.00961074	0.00811356	0.00904001	0.00878042	0.00549792	0.00843103
PWY-7254: TCA cycle VII (acetate-producers)	6.80087e-05	0.000117403	0.0	0.0	0.000213276	0.0	0.0	0.0	0.0	0.0	9.07614e-05	0.0	0.000263609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000108174	0.0	0.0018027	0.0	0.0	0.0	0.000101896	0.0	0.0	0.0	0.0	0.000125725	0.0
PWY-7269: mitochondrial NADPH production (yeast)	0.000298143	4.6677e-05	9.16098e-05	0.00032655	0.000126355	0.0	0.0	0.0	0.0	0.000354566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000237101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000519247	0.0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0.00464046	0.00331918	0.00127655	0.0045111	0.00439262	0.00680519	0.00502189	0.00493075	0.00295654	0.00279829	0.00306523	0.00443205	0.00270364	0.00341277	0.00726176	0.00575417	0.00364864	0.002887	0.00200456	0.0026095	0.00621705	0.00365261	0.000885918	0.0037353	0.00507547	0.00417102	0.00336243	0.00265184	0.00483554	0.00431667	0.00777913	0.00389687	0.00732175	0.00546076	0.00201653	0.00590201	0.00349979	0.00455092
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	0.000747026	7.85655e-05	0.000955362	0.0	0.000339571	0.000135958	0.000699496	0.00239689	0.00138576	0.0	0.0	0.00199288	0.0	0.000141892	0.0	0.0	0.0	0.0	0.0	0.000297013	0.000405265	0.00139739	0.000203444	0.0	0.0	0.0	0.0	8.83273e-05	0.0	0.0	0.000178262	0.000894026	0.000378849	0.000878087	0.0	0.0	0.0	0.0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.00076422	0.000449619	0.000586665	0.00106722	0.000787232	0.00486914	0.0	0.0	0.0	0.00155371	0.000700821	0.0	0.00025263	0.0	0.000492429	0.00027768	0.00159492	0.000892221	0.0	0.000374513	0.0	0.000162267	0.0	0.000685558	0.0	0.00222908	0.0	0.000549821	0.000520681	0.0	0.0	0.00042232	0.0	0.0020116	0.0	0.0	0.00112186	0.0
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0.0	0.0004543	0.0	0.000303765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00347178	0.0	0.0	0.0	0.00125115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00382352	0.0	0.0	0.0	0.0	0.0	0.0	0.000975809	0.000698157	0.0	0.000869225	0.0	0.000514319	0.0	0.0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.00191859	0.00190449	0.00122431	0.00271184	0.00327483	0.000714507	0.00361955	0.00245154	0.00197597	0.000864458	0.00379907	0.00280442	0.00035319	0.000255626	0.00156485	0.00316726	0.00120325	0.00105957	0.0012295	0.000999778	0.00171079	0.00259079	0.0010507	0.00342791	0.00328809	0.00248236	0.000910815	0.00189918	0.00147511	0.00125499	0.00396726	0.000718049	0.00194645	0.000803738	0.00253941	0.00352661	0.00278539	0.00184167
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.00239371	0.00412224	0.00192279	0.00251062	0.00377374	0.00177671	0.00262961	0.000332044	0.00226745	0.00381587	0.0049614	0.00010767	0.00202624	0.00102078	0.00213724	0.00181812	0.000864354	0.00148396	0.00146764	0.0015451	0.000723937	0.00137331	0.00116633	0.00110872	0.0	0.00222879	0.000651982	0.00283722	0.00109335	0.000606606	0.00104242	0.00209853	0.000338601	0.00134373	0.00149881	0.000935639	0.00427215	0.0016404
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000854506	0.0	0.0	0.0	0.0	0.000314717	0.000257442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7345: superpathway of anaerobic sucrose degradation	0.00414468	0.00359022	0.00432563	0.00453255	0.00407317	0.00154735	0.00382589	0.00335509	0.00268806	0.00405397	0.00468462	0.00320033	0.00237905	0.0012706	0.00312514	0.00370389	0.00200702	0.000815884	0.000769416	0.0022396	0.00225716	0.00289865	0.00123217	0.00310515	0.00085976	0.00362342	0.0016648	0.00342701	0.00225935	0.0014353	0.00226794	0.00324779	0.00235536	0.00440183	0.00283665	0.00451846	0.004585	0.00285985
PWY-7356: thiamine diphosphate salvage IV (yeast)	0.000248717	0.00105031	0.000240418	0.00043195	0.0	0.0	0.000138449	0.000357522	0.00032178	0.000408212	0.000299936	0.000398594	0.00054582	0.0	0.0	0.000338947	0.0	0.000693582	0.00123883	0.000429355	0.000123451	0.000235478	0.0	0.000108513	0.000708706	0.00013191	0.0	0.00059281	0.000592648	0.000187446	0.0	0.0	0.0	0.000138614	0.001511	0.000329674	0.000992095	0.000816349
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.00417985	0.00668176	0.00216896	0.0043672	0.00375005	0.00612062	0.00554315	0.00489956	0.00423594	0.00340235	0.00344368	0.00406826	0.00901532	0.00464099	0.00654134	0.004849	0.00805904	0.0158045	0.0171331	0.00312809	0.0057047	0.00357833	0.0035702	0.00447693	0.00416494	0.00500883	0.00289939	0.00197286	0.00478761	0.0122212	0.00706813	0.00475749	0.00658636	0.00489536	0.00680574	0.00534575	0.00381856	0.00648701
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	5.33197e-05	0.0	0.0	0.0	0.0	0.0	0.000211848	0.0	0.0	0.0	7.75e-05	0.0	0.000175915	0.0	0.000376753	0.000224715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000316916	0.0	0.00060165	0.0	0.0	0.0	0.0	0.0	0.000224091	0.0	0.0	0.0	0.0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.0	0.00408682	0.0	0.0003163	0.0	0.0	0.000985843	0.0	0.00175394	0.000924336	0.0	0.0	0.000912341	0.0	0.000367084	0.0	0.000669414	0.00132656	0.0	0.000725161	0.0	0.0	0.000204032	0.000641984	0.000433821	0.00179613	0.0	0.00240353	0.000772803	0.0	0.0	0.0	0.0	0.000460887	0.00371814	0.00397639	0.00133157	0.000903942
PWY-7385: 1,3-propanediol biosynthesis (engineered)	0.0	0.000430742	0.000560252	5.53239e-05	0.00048882	0.0	0.000189183	0.0	0.0	0.000127941	0.000139124	0.0	0.000421396	0.0	0.000496934	0.000988302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000130461	0.0	0.000246534	0.0	0.0	0.0	0.000391326	0.0	0.0	0.0	0.0	0.000182327	0.000266319
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.000394946	0.0	0.0	0.0	0.000112363	0.0	0.0	0.0	0.0	0.000432409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010381	0.0
PWY-7392: taxadiene biosynthesis (engineered)	0.00335196	0.00139682	0.00493831	0.00292615	0.00546539	0.00443312	0.0036565	0.00333134	0.00241516	0.00243966	0.00136032	0.00517437	0.00117945	0.00126931	0.0	0.00440492	0.000844703	0.000414067	0.000884055	0.00127888	0.00480192	0.00568389	0.0	0.0052521	0.00557242	0.00367251	0.00455091	0.00198394	0.00359808	0.00213125	0.00538507	0.00516278	0.00384965	0.00575759	0.00180882	0.00331672	0.00131506	0.00375117
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.00360974	0.00693689	0.00263709	0.00459035	0.0026921	0.0020874	0.00606146	0.00325824	0.00458869	0.00589387	0.00467287	0.0024673	0.00277363	0.0012212	0.00196941	0.00323366	0.00380244	0.0	0.0	0.0033312	0.0014378	0.00348976	0.0	0.00354754	0.00397711	0.00606128	0.00103619	0.00404181	0.00447936	0.00173122	0.00111122	0.00321258	0.00324344	0.00302307	0.00407359	0.00590031	0.00623738	0.00211918
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0.000191623	9.74904e-05	0.0	0.0	0.000282111	0.0	0.0	0.0	0.0	1.49429e-05	0.000635119	0.0	0.0	0.0	0.0	8.99994e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000145706	0.0	0.0	0.0	4.09355e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030184	0.0	0.0	8.0027e-05	9.2954e-05	0.0	0.0	0.0	0.00101119	0.0	0.0	8.84184e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000184268	0.0	0.0	0.0	0.000119685	4.77084e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7446: sulfoquinovose degradation I	0.000333626	4.26178e-05	0.00034075	0.000410588	0.00020277	0.0	0.0	0.0	0.0	0.0	0.000493519	0.0	0.0	0.0	0.000124755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99938e-05	0.0	0.000205838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000348604	0.0
PWY-7456: &beta;-(1,4)-mannan degradation	0.00158221	0.00117353	0.0	0.00226408	0.00233133	0.000583229	0.0030738	0.00208602	0.000735082	0.000741923	0.000678092	0.00219714	0.00027319	0.000196636	0.00126265	0.00261533	0.000897391	0.000679997	0.00081623	0.000806271	0.00139117	0.00193481	0.000722586	0.0019771	0.00262618	0.0020262	0.000679353	0.00118438	0.00116889	0.000900535	0.0027755	0.000543726	0.00162964	0.000652769	0.00275325	0.00328449	0.00193553	0.00114661
PWY-7560: methylerythritol phosphate pathway II	0.00490387	0.00697294	0.00523416	0.00648715	0.00618254	0.00707011	0.00494556	0.00458427	0.00315882	0.0044483	0.00455093	0.00802967	0.0142057	0.0159446	0.00550927	0.00596022	0.0100887	0.0178843	0.0173614	0.0118643	0.00564751	0.00655447	0.0214958	0.00624018	0.00641857	0.00517625	0.00629851	0.00428976	0.00467329	0.0155253	0.00947889	0.00790716	0.00497646	0.00716821	0.00278558	0.00565775	0.00498818	0.0045044
PWY-7663: gondoate biosynthesis (anaerobic)	0.00725854	0.00510576	0.00546768	0.00671565	0.00747947	0.0103824	0.00711544	0.0110294	0.00838904	0.00344028	0.00509821	0.0114295	0.00484333	0.00367922	0.00956575	0.00787657	0.00771339	0.00289299	0.0047223	0.00614756	0.010318	0.00954116	0.00202224	0.00974963	0.009065	0.00805742	0.0110972	0.00836065	0.00991418	0.0051218	0.0119594	0.00678831	0.0106633	0.009892	0.00737026	0.009778	0.00387136	0.00714262
PWY-7664: oleate biosynthesis IV (anaerobic)	0.00401654	0.00195903	0.00535534	0.00341575	0.00500254	0.00197556	0.00205781	0.00219753	0.00259455	0.00335642	0.00490582	0.00346691	0.000568317	0.00149085	0.00282588	0.00457429	0.00238171	0.0	0.00136934	0.00165912	0.00416425	0.00389229	0.0	0.0056873	0.000795685	0.0037161	0.00206485	0.00453105	0.00285184	0.0	0.00242742	0.00403533	0.00196166	0.00328714	0.00141978	0.00119425	0.00355854	0.0007102
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0.0	0.0	0.0	0.00266988	0.0	0.000183629	0.0	0.0	0.0	0.0	0.0	0.00331591	0.0	0.0	0.0	0.000859671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155823	0.0011939	0.0	0.0	0.0	0.0018965	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0.0012831	0.00141089	0.00125381	0.000933437	0.00159662	0.0	0.000227842	0.00025205	0.00054775	0.00242595	0.00257344	0.0	0.000378772	0.000397727	0.000502047	0.00078582	0.00392896	0.00128477	0.00205692	0.00309224	0.000613945	0.000916438	0.00114659	0.00109686	0.000518724	0.000391466	0.00085714	0.00166928	0.00135416	0.00161439	0.000149285	0.00186434	0.0	0.000390501	0.00220075	0.00224986	0.00258457	0.000301011
PWY-7790: UMP biosynthesis II	0.00800922	0.00997741	0.00786478	0.00819389	0.00707232	0.0111412	0.0112554	0.0126512	0.0111442	0.00907147	0.00568466	0.0101044	0.0163812	0.0155859	0.00921734	0.0081727	0.0147199	0.0196067	0.0178255	0.0150321	0.0109302	0.0111232	0.0215868	0.0107862	0.0116421	0.0100419	0.0138818	0.00796686	0.0114586	0.0161195	0.0104301	0.00954868	0.0113952	0.010619	0.0151417	0.0111337	0.00613716	0.0119799
PWY-7791: UMP biosynthesis III	0.00800922	0.00997741	0.00786478	0.00819389	0.00707232	0.0111412	0.0112554	0.0126512	0.0111442	0.00907147	0.00568466	0.0101044	0.0163812	0.0155859	0.00921734	0.0081727	0.0147199	0.0196067	0.0178255	0.0150321	0.0109302	0.0111232	0.0215868	0.0107862	0.0116421	0.0100419	0.0138818	0.00796686	0.0114586	0.0161195	0.0107485	0.00954868	0.0113952	0.010619	0.0151417	0.0111337	0.00613716	0.0119799
PWY-7807: glyphosate degradation III	0.000256346	7.09579e-05	0.0	0.0	0.000226088	0.0	0.0	0.0	0.0	6.31757e-05	0.000721146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012144	0.0	0.0	0.0	0.0	5.8106e-05	0.0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0.00620046	0.00638449	0.00640495	0.00709153	0.00601189	0.00969781	0.00838728	0.0104923	0.0107377	0.00720897	0.00420477	0.00843137	0.00804816	0.00591645	0.00819858	0.00740329	0.00782933	0.00441858	0.00346862	0.0127493	0.0097177	0.0094553	0.00610145	0.00883924	0.00986941	0.00816529	0.0105219	0.00662155	0.00916625	0.00555733	0.0092994	0.00640356	0.00943315	0.00935076	0.00958567	0.00931949	0.00490923	0.0101797
PWY-7858: (5Z)-dodecenoate biosynthesis II	0.0011034	0.000528104	0.000966736	0.000723943	0.000528753	0.00125765	0.00014685	0.0	0.0	0.00180701	0.00218336	0.0	0.000176879	0.0	0.0	0.0	0.0	0.0	0.00080624	0.000648226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00100015	0.0	0.0	0.0	0.00019219	0.0	0.0	0.000591837	0.0	0.00107082	0.0
PWY-7874: L-threonate degradation	0.00016771	2.29395e-05	0.000120989	0.0	0.00012776	0.0	0.0	0.0	0.0	0.0	0.00021167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.50177e-05	0.0	0.0	0.0	5.16172e-05	0.0	0.0	0.0	0.0	0.000160214	0.0
